"week_cut","Count","year","week","app"
2017-03-20,159,2017,12,"6"
2017-03-27,164,2017,13,"6"
2017-04-03,139,2017,14,"6"
2017-04-10,217,2017,15,"6"
2017-04-17,159,2017,16,"6"
2017-04-24,146,2017,17,"6"
2017-05-01,111,2017,18,"6"
2017-05-08,90,2017,19,"6"
2017-05-15,112,2017,20,"6"
2017-05-22,149,2017,21,"6"
2017-05-29,201,2017,22,"6"
2017-06-05,102,2017,23,"6"
2017-06-12,101,2017,24,"6"
2017-06-19,136,2017,25,"6"
2017-06-26,141,2017,26,"6"
2017-07-03,142,2017,27,"6"
2017-07-10,166,2017,28,"6"
2017-07-17,292,2017,29,"6"
2017-07-24,218,2017,30,"6"
2017-07-31,175,2017,31,"6"
2017-08-07,204,2017,32,"6"
2017-08-14,161,2017,33,"6"
2017-08-21,118,2017,34,"6"
2017-08-28,120,2017,35,"6"
2017-09-04,140,2017,36,"6"
2017-09-11,389,2017,37,"6"
2017-09-18,155,2017,38,"6"
2017-09-25,161,2017,39,"6"
2017-10-02,137,2017,40,"6"
2017-10-09,157,2017,41,"6"
2017-10-16,110,2017,42,"6"
2017-10-23,133,2017,43,"6"
2017-10-30,442,2017,44,"6"
2017-11-06,147,2017,45,"6"
2017-11-13,124,2017,46,"6"
2017-11-20,93,2017,47,"6"
2017-11-27,146,2017,48,"6"
2017-12-04,88,2017,49,"6"
2017-12-11,99,2017,50,"6"
2017-12-18,161,2017,51,"6"
2017-12-25,198,2017,52,"6"
2018-01-01,85,2018,1,"6"
2018-01-08,72,2018,2,"6"
2018-01-15,147,2018,3,"6"
2018-01-22,94,2018,4,"6"
2018-01-29,109,2018,5,"6"
2018-02-05,83,2018,6,"6"
2018-02-12,75,2018,7,"6"
2018-02-19,61,2018,8,"6"
2018-02-26,62,2018,9,"6"
2018-03-05,208,2018,10,"6"
2018-03-12,91,2018,11,"6"
2018-03-19,84,2018,12,"6"
2018-03-26,100,2018,13,"6"
2018-04-02,74,2018,14,"6"
2018-04-09,75,2018,15,"6"
2018-04-16,70,2018,16,"6"
2018-04-23,71,2018,17,"6"
2018-04-30,60,2018,18,"6"
2018-05-07,126,2018,19,"6"
2018-05-14,98,2018,20,"6"
2018-05-21,98,2018,21,"6"
2018-05-28,73,2018,22,"6"
2018-06-04,124,2018,23,"6"
2018-06-11,99,2018,24,"6"
2018-06-18,77,2018,25,"6"
2018-06-25,70,2018,26,"6"
2018-07-02,80,2018,27,"6"
2018-07-09,61,2018,28,"6"
2018-07-16,86,2018,29,"6"
2018-07-23,132,2018,30,"6"
2018-07-30,137,2018,31,"6"
2018-08-06,87,2018,32,"6"
2018-08-13,78,2018,33,"6"
2018-08-20,133,2018,34,"6"
2018-08-27,78,2018,35,"6"
2018-09-03,65,2018,36,"6"
2018-09-10,70,2018,37,"6"
2018-09-17,85,2018,38,"6"
2018-09-24,91,2018,39,"6"
2018-10-01,142,2018,40,"6"
2018-10-08,378,2018,41,"6"
2018-10-15,270,2018,42,"6"
2018-10-22,232,2018,43,"6"
2018-10-29,229,2018,44,"6"
2018-11-05,197,2018,45,"6"
2018-11-12,258,2018,46,"6"
2018-11-19,199,2018,47,"6"
2018-11-26,187,2018,48,"6"
2018-12-03,185,2018,49,"6"
2018-12-10,174,2018,50,"6"
2018-12-17,209,2018,51,"6"
2018-12-24,228,2018,52,"6"
2018-12-31,118,2018,53,"6"
2019-01-07,124,2019,1,"6"
2019-01-14,113,2019,2,"6"
2019-01-21,94,2019,3,"6"
2019-01-28,169,2019,4,"6"
2019-02-04,245,2019,5,"6"
2019-02-11,226,2019,6,"6"
2019-02-18,194,2019,7,"6"
2019-02-25,190,2019,8,"6"
2019-03-04,170,2019,9,"6"
2019-03-11,187,2019,10,"6"
2019-03-18,334,2019,11,"6"
2019-03-25,293,2019,12,"6"
2019-04-01,237,2019,13,"6"
2019-04-08,238,2019,14,"6"
2019-04-15,172,2019,15,"6"
2019-04-22,145,2019,16,"6"
2019-04-29,138,2019,17,"6"
2019-05-06,234,2019,18,"6"
2019-05-13,191,2019,19,"6"
2019-05-20,225,2019,20,"6"
2019-05-27,251,2019,21,"6"
2019-06-03,218,2019,22,"6"
2019-06-10,173,2019,23,"6"
2019-06-17,169,2019,24,"6"
2019-06-24,110,2019,25,"6"
2019-07-01,257,2019,26,"6"
2019-07-08,157,2019,27,"6"
2019-07-15,134,2019,28,"6"
2019-07-22,138,2019,29,"6"
2019-07-29,107,2019,30,"6"
2019-08-05,105,2019,31,"6"
2019-08-12,126,2019,32,"6"
2019-08-19,218,2019,33,"6"
2019-08-26,216,2019,34,"6"
2019-09-02,133,2019,35,"6"
2019-09-09,232,2019,36,"6"
2019-09-16,181,2019,37,"6"
2019-09-23,111,2019,38,"6"
2019-09-30,135,2019,39,"6"
2019-10-07,237,2019,40,"6"
2019-10-14,206,2019,41,"6"
2019-10-21,150,2019,42,"6"
2019-10-28,170,2019,43,"6"
2019-11-04,124,2019,44,"6"
2019-11-11,105,2019,45,"6"
2019-11-18,119,2019,46,"6"
2019-11-25,118,2019,47,"6"
2019-12-02,103,2019,48,"6"
2019-12-09,88,2019,49,"6"
2019-12-16,80,2019,50,"6"
2019-12-23,85,2019,51,"6"
2019-12-30,214,2019,52,"6"
2020-01-06,112,2020,1,"6"
2020-01-13,93,2020,2,"6"
2020-01-20,88,2020,3,"6"
2020-01-27,92,2020,4,"6"
2020-02-03,69,2020,5,"6"
2020-02-10,68,2020,6,"6"
2020-02-17,72,2020,7,"6"
2020-02-24,73,2020,8,"6"
2020-03-02,127,2020,9,"6"
2020-03-09,119,2020,10,"6"
2020-03-16,93,2020,11,"6"
2020-03-23,66,2020,12,"6"
2020-03-30,73,2020,13,"6"
2020-04-06,62,2020,14,"6"
2020-04-13,83,2020,15,"6"
2020-04-20,58,2020,16,"6"
2020-04-27,113,2020,17,"6"
2020-05-04,68,2020,18,"6"
2020-05-11,63,2020,19,"6"
2020-05-18,81,2020,20,"6"
2020-05-25,55,2020,21,"6"
2020-06-01,64,2020,22,"6"
2020-06-08,124,2020,23,"6"
2020-06-15,11,2020,24,"6"
2018-09-10,166,2018,37,"7"
2018-09-17,315,2018,38,"7"
2018-09-24,340,2018,39,"7"
2018-10-01,371,2018,40,"7"
2018-10-08,348,2018,41,"7"
2018-10-15,341,2018,42,"7"
2018-10-22,436,2018,43,"7"
2018-10-29,403,2018,44,"7"
2018-11-05,352,2018,45,"7"
2018-11-12,350,2018,46,"7"
2018-11-19,430,2018,47,"7"
2018-11-26,285,2018,48,"7"
2018-12-03,333,2018,49,"7"
2018-12-10,308,2018,50,"7"
2018-12-17,290,2018,51,"7"
2018-12-24,309,2018,52,"7"
2018-12-31,222,2018,53,"7"
2019-01-07,279,2019,1,"7"
2019-01-14,210,2019,2,"7"
2019-01-21,217,2019,3,"7"
2019-01-28,219,2019,4,"7"
2019-02-04,299,2019,5,"7"
2019-02-11,297,2019,6,"7"
2019-02-18,315,2019,7,"7"
2019-02-25,286,2019,8,"7"
2019-03-04,335,2019,9,"7"
2019-03-11,318,2019,10,"7"
2019-03-18,314,2019,11,"7"
2019-03-25,337,2019,12,"7"
2019-04-01,331,2019,13,"7"
2019-04-08,391,2019,14,"7"
2019-04-15,370,2019,15,"7"
2019-04-22,338,2019,16,"7"
2019-04-29,293,2019,17,"7"
2019-05-06,296,2019,18,"7"
2019-05-13,291,2019,19,"7"
2019-05-20,371,2019,20,"7"
2019-05-27,513,2019,21,"7"
2019-06-03,480,2019,22,"7"
2019-06-10,446,2019,23,"7"
2019-06-17,521,2019,24,"7"
2019-06-24,491,2019,25,"7"
2019-07-01,573,2019,26,"7"
2019-07-08,526,2019,27,"7"
2019-07-15,349,2019,28,"7"
2019-07-22,394,2019,29,"7"
2019-07-29,360,2019,30,"7"
2019-08-05,374,2019,31,"7"
2019-08-12,344,2019,32,"7"
2019-08-19,411,2019,33,"7"
2019-08-26,404,2019,34,"7"
2019-09-02,378,2019,35,"7"
2019-09-09,328,2019,36,"7"
2019-09-16,461,2019,37,"7"
2019-09-23,419,2019,38,"7"
2019-09-30,343,2019,39,"7"
2019-10-07,270,2019,40,"7"
2019-10-14,293,2019,41,"7"
2019-10-21,396,2019,42,"7"
2019-10-28,403,2019,43,"7"
2019-11-04,475,2019,44,"7"
2019-11-11,416,2019,45,"7"
2019-11-18,411,2019,46,"7"
2019-11-25,363,2019,47,"7"
2019-12-02,462,2019,48,"7"
2019-12-09,330,2019,49,"7"
2019-12-16,320,2019,50,"7"
2019-12-23,269,2019,51,"7"
2019-12-30,303,2019,52,"7"
2020-01-06,265,2020,1,"7"
2020-01-13,271,2020,2,"7"
2020-01-20,321,2020,3,"7"
2020-01-27,300,2020,4,"7"
2020-02-03,281,2020,5,"7"
2020-02-10,263,2020,6,"7"
2020-02-17,379,2020,7,"7"
2020-02-24,312,2020,8,"7"
2020-03-02,294,2020,9,"7"
2020-03-09,244,2020,10,"7"
2020-03-16,206,2020,11,"7"
2020-03-23,244,2020,12,"7"
2020-03-30,195,2020,13,"7"
2020-04-06,173,2020,14,"7"
2020-04-13,167,2020,15,"7"
2020-04-20,144,2020,16,"7"
2020-04-27,152,2020,17,"7"
2020-05-04,241,2020,18,"7"
2020-05-11,294,2020,19,"7"
2020-05-18,254,2020,20,"7"
2020-05-25,236,2020,21,"7"
2020-06-01,307,2020,22,"7"
2020-06-08,274,2020,23,"7"
2020-06-15,37,2020,24,"7"
2016-06-13,123,2016,24,"8"
2016-06-20,364,2016,25,"8"
2016-06-27,332,2016,26,"8"
2016-07-04,217,2016,27,"8"
2016-07-11,307,2016,28,"8"
2016-07-18,209,2016,29,"8"
2016-07-25,522,2016,30,"8"
2016-08-01,248,2016,31,"8"
2016-08-08,290,2016,32,"8"
2016-08-15,204,2016,33,"8"
2016-08-22,276,2016,34,"8"
2016-08-29,204,2016,35,"8"
2016-09-05,293,2016,36,"8"
2016-09-12,163,2016,37,"8"
2016-09-19,252,2016,38,"8"
2016-09-26,241,2016,39,"8"
2016-10-03,232,2016,40,"8"
2016-10-10,152,2016,41,"8"
2016-10-17,219,2016,42,"8"
2016-10-24,194,2016,43,"8"
2016-10-31,182,2016,44,"8"
2016-11-07,123,2016,45,"8"
2016-11-14,163,2016,46,"8"
2016-11-21,124,2016,47,"8"
2016-11-28,163,2016,48,"8"
2016-12-05,114,2016,49,"8"
2016-12-12,239,2016,50,"8"
2016-12-19,174,2016,51,"8"
2016-12-26,150,2016,52,"8"
2017-01-02,156,2017,1,"8"
2017-01-09,192,2017,2,"8"
2017-01-16,552,2017,3,"8"
2017-01-23,260,2017,4,"8"
2017-01-30,349,2017,5,"8"
2017-02-06,221,2017,6,"8"
2017-02-13,112,2017,7,"8"
2017-02-20,171,2017,8,"8"
2017-02-27,110,2017,9,"8"
2017-03-06,162,2017,10,"8"
2017-03-13,260,2017,11,"8"
2017-03-20,314,2017,12,"8"
2017-03-27,221,2017,13,"8"
2017-04-03,271,2017,14,"8"
2017-04-10,232,2017,15,"8"
2017-04-17,236,2017,16,"8"
2017-04-24,184,2017,17,"8"
2017-05-01,218,2017,18,"8"
2017-05-08,183,2017,19,"8"
2017-05-15,227,2017,20,"8"
2017-05-22,191,2017,21,"8"
2017-05-29,206,2017,22,"8"
2017-06-05,155,2017,23,"8"
2017-06-12,157,2017,24,"8"
2017-06-19,108,2017,25,"8"
2017-06-26,149,2017,26,"8"
2017-07-03,120,2017,27,"8"
2017-07-10,90,2017,28,"8"
2017-07-17,100,2017,29,"8"
2017-07-24,107,2017,30,"8"
2017-07-31,112,2017,31,"8"
2017-08-07,146,2017,32,"8"
2017-08-14,120,2017,33,"8"
2017-08-21,107,2017,34,"8"
2017-08-28,95,2017,35,"8"
2017-09-04,166,2017,36,"8"
2017-09-11,107,2017,37,"8"
2017-09-18,140,2017,38,"8"
2017-09-25,78,2017,39,"8"
2017-10-02,92,2017,40,"8"
2017-10-09,85,2017,41,"8"
2017-10-16,90,2017,42,"8"
2017-10-23,81,2017,43,"8"
2017-10-30,75,2017,44,"8"
2017-11-06,88,2017,45,"8"
2017-11-13,104,2017,46,"8"
2017-11-20,73,2017,47,"8"
2017-11-27,79,2017,48,"8"
2017-12-04,66,2017,49,"8"
2017-12-11,68,2017,50,"8"
2017-12-18,75,2017,51,"8"
2017-12-25,65,2017,52,"8"
2018-01-01,69,2018,1,"8"
2018-01-08,65,2018,2,"8"
2018-01-15,68,2018,3,"8"
2018-01-22,54,2018,4,"8"
2018-01-29,86,2018,5,"8"
2018-02-05,67,2018,6,"8"
2018-02-12,44,2018,7,"8"
2018-02-19,74,2018,8,"8"
2018-02-26,110,2018,9,"8"
2018-03-05,50,2018,10,"8"
2018-03-12,54,2018,11,"8"
2018-03-19,57,2018,12,"8"
2018-03-26,61,2018,13,"8"
2018-04-02,51,2018,14,"8"
2018-04-09,60,2018,15,"8"
2018-04-16,57,2018,16,"8"
2018-04-23,60,2018,17,"8"
2018-04-30,67,2018,18,"8"
2018-05-07,87,2018,19,"8"
2018-05-14,67,2018,20,"8"
2018-05-21,74,2018,21,"8"
2018-05-28,55,2018,22,"8"
2018-06-04,49,2018,23,"8"
2018-06-11,58,2018,24,"8"
2018-06-18,62,2018,25,"8"
2018-06-25,62,2018,26,"8"
2018-07-02,41,2018,27,"8"
2018-07-09,45,2018,28,"8"
2018-07-16,56,2018,29,"8"
2018-07-23,51,2018,30,"8"
2018-07-30,67,2018,31,"8"
2018-08-06,67,2018,32,"8"
2018-08-13,57,2018,33,"8"
2018-08-20,89,2018,34,"8"
2018-08-27,60,2018,35,"8"
2018-09-03,90,2018,36,"8"
2018-09-10,46,2018,37,"8"
2018-09-17,56,2018,38,"8"
2018-09-24,90,2018,39,"8"
2018-10-01,63,2018,40,"8"
2018-10-08,64,2018,41,"8"
2018-10-15,58,2018,42,"8"
2018-10-22,69,2018,43,"8"
2018-10-29,62,2018,44,"8"
2018-11-05,58,2018,45,"8"
2018-11-12,62,2018,46,"8"
2018-11-19,47,2018,47,"8"
2018-11-26,49,2018,48,"8"
2018-12-03,52,2018,49,"8"
2018-12-10,40,2018,50,"8"
2018-12-17,42,2018,51,"8"
2018-12-24,43,2018,52,"8"
2018-12-31,51,2018,53,"8"
2019-01-07,53,2019,1,"8"
2019-01-14,51,2019,2,"8"
2019-01-21,36,2019,3,"8"
2019-01-28,38,2019,4,"8"
2019-02-04,49,2019,5,"8"
2019-02-11,55,2019,6,"8"
2019-02-18,124,2019,7,"8"
2019-02-25,79,2019,8,"8"
2019-03-04,53,2019,9,"8"
2019-03-11,72,2019,10,"8"
2019-03-18,72,2019,11,"8"
2019-03-25,60,2019,12,"8"
2019-04-01,61,2019,13,"8"
2019-04-08,45,2019,14,"8"
2019-04-15,60,2019,15,"8"
2019-04-22,56,2019,16,"8"
2019-04-29,52,2019,17,"8"
2019-05-06,44,2019,18,"8"
2019-05-13,47,2019,19,"8"
2019-05-20,48,2019,20,"8"
2019-05-27,74,2019,21,"8"
2019-06-03,69,2019,22,"8"
2019-06-10,87,2019,23,"8"
2019-06-17,64,2019,24,"8"
2019-06-24,46,2019,25,"8"
2019-07-01,63,2019,26,"8"
2019-07-08,51,2019,27,"8"
2019-07-15,38,2019,28,"8"
2019-07-22,55,2019,29,"8"
2019-07-29,78,2019,30,"8"
2019-08-05,41,2019,31,"8"
2019-08-12,67,2019,32,"8"
2019-08-19,91,2019,33,"8"
2019-08-26,44,2019,34,"8"
2019-09-02,63,2019,35,"8"
2019-09-09,60,2019,36,"8"
2019-09-16,58,2019,37,"8"
2019-09-23,54,2019,38,"8"
2019-09-30,75,2019,39,"8"
2019-10-07,39,2019,40,"8"
2019-10-14,73,2019,41,"8"
2019-10-21,45,2019,42,"8"
2019-10-28,73,2019,43,"8"
2019-11-04,37,2019,44,"8"
2019-11-11,58,2019,45,"8"
2019-11-18,41,2019,46,"8"
2019-11-25,28,2019,47,"8"
2019-12-02,60,2019,48,"8"
2019-12-09,40,2019,49,"8"
2019-12-16,40,2019,50,"8"
2019-12-23,25,2019,51,"8"
2019-12-30,37,2019,52,"8"
2020-01-06,41,2020,1,"8"
2020-01-13,30,2020,2,"8"
2020-01-20,28,2020,3,"8"
2020-01-27,30,2020,4,"8"
2020-02-03,30,2020,5,"8"
2020-02-10,34,2020,6,"8"
2020-02-17,32,2020,7,"8"
2020-02-24,24,2020,8,"8"
2020-03-02,42,2020,9,"8"
2020-03-09,47,2020,10,"8"
2020-03-16,44,2020,11,"8"
2020-03-23,23,2020,12,"8"
2020-03-30,27,2020,13,"8"
2020-04-06,23,2020,14,"8"
2020-04-13,20,2020,15,"8"
2020-04-20,46,2020,16,"8"
2020-04-27,56,2020,17,"8"
2020-05-04,30,2020,18,"8"
2020-05-11,23,2020,19,"8"
2020-05-18,47,2020,20,"8"
2020-05-25,27,2020,21,"8"
2020-06-01,39,2020,22,"8"
2020-06-08,49,2020,23,"8"
2020-06-15,3,2020,24,"8"
