"date","count","star","app"
2017-12-04,3,4.3,"CoPilot"
2017-12-05,3,4,"CoPilot"
2017-12-06,2,5,"CoPilot"
2017-12-07,2,3,"CoPilot"
2017-12-08,2,5,"CoPilot"
2017-12-12,1,5,"CoPilot"
2017-12-15,1,2,"CoPilot"
2017-12-16,5,4.4,"CoPilot"
2017-12-17,1,5,"CoPilot"
2017-12-18,2,4,"CoPilot"
2017-12-19,6,4.2,"CoPilot"
2017-12-20,3,3.7,"CoPilot"
2017-12-21,1,2,"CoPilot"
2017-12-22,1,5,"CoPilot"
2017-12-23,3,3.7,"CoPilot"
2017-12-24,3,4.3,"CoPilot"
2017-12-26,2,1.5,"CoPilot"
2017-12-27,3,3,"CoPilot"
2017-12-28,3,2.7,"CoPilot"
2017-12-30,3,2.3,"CoPilot"
2018-01-01,3,2.7,"CoPilot"
2018-01-03,1,5,"CoPilot"
2018-01-04,7,4.4,"CoPilot"
2018-01-05,1,5,"CoPilot"
2018-01-07,1,4,"CoPilot"
2018-01-08,2,3,"CoPilot"
2018-01-10,4,3.2,"CoPilot"
2018-01-11,1,5,"CoPilot"
2018-01-12,6,4.3,"CoPilot"
2018-01-13,5,4.6,"CoPilot"
2018-01-14,3,4,"CoPilot"
2018-01-15,2,3,"CoPilot"
2018-01-16,1,1,"CoPilot"
2018-01-19,2,2,"CoPilot"
2018-01-21,4,3.8,"CoPilot"
2018-01-22,3,3.7,"CoPilot"
2018-01-24,1,1,"CoPilot"
2018-01-26,2,5,"CoPilot"
2018-01-29,1,5,"CoPilot"
2018-01-30,1,3,"CoPilot"
2018-02-01,1,4,"CoPilot"
2018-02-02,1,5,"CoPilot"
2018-02-04,2,1,"CoPilot"
2018-02-06,2,4,"CoPilot"
2018-02-07,2,1.5,"CoPilot"
2018-02-08,3,4.7,"CoPilot"
2018-02-10,1,5,"CoPilot"
2018-02-11,2,4,"CoPilot"
2018-02-12,2,2.5,"CoPilot"
2018-02-13,2,5,"CoPilot"
2018-02-14,1,3,"CoPilot"
2018-02-15,2,3,"CoPilot"
2018-02-16,1,2,"CoPilot"
2018-02-17,2,3.5,"CoPilot"
2018-02-18,3,4.7,"CoPilot"
2018-02-24,1,5,"CoPilot"
2018-02-25,1,4,"CoPilot"
2018-02-27,2,4,"CoPilot"
2018-03-03,3,3.7,"CoPilot"
2018-03-04,1,5,"CoPilot"
2018-03-05,1,3,"CoPilot"
2018-03-06,1,3,"CoPilot"
2018-03-07,2,3,"CoPilot"
2018-03-08,3,1.3,"CoPilot"
2018-03-10,2,3.5,"CoPilot"
2018-03-11,1,5,"CoPilot"
2018-03-12,1,5,"CoPilot"
2018-03-13,3,2.7,"CoPilot"
2018-03-15,4,3,"CoPilot"
2018-03-16,1,5,"CoPilot"
2018-03-18,1,1,"CoPilot"
2018-03-19,1,5,"CoPilot"
2018-03-22,1,1,"CoPilot"
2018-03-23,3,3.3,"CoPilot"
2018-03-24,1,5,"CoPilot"
2018-03-25,1,5,"CoPilot"
2018-03-26,1,5,"CoPilot"
2018-03-27,1,3,"CoPilot"
2018-03-28,6,2.3,"CoPilot"
2018-03-29,2,2.5,"CoPilot"
2018-03-30,2,1,"CoPilot"
2018-04-01,1,2,"CoPilot"
2018-04-02,1,5,"CoPilot"
2018-04-04,2,2,"CoPilot"
2018-04-05,3,3.7,"CoPilot"
2018-04-07,1,1,"CoPilot"
2018-04-08,5,3.6,"CoPilot"
2018-04-09,6,4.2,"CoPilot"
2018-04-10,1,4,"CoPilot"
2018-04-11,2,5,"CoPilot"
2018-04-12,2,4,"CoPilot"
2018-04-13,1,1,"CoPilot"
2018-04-14,2,3,"CoPilot"
2018-04-15,3,2.7,"CoPilot"
2018-04-16,1,5,"CoPilot"
2018-04-17,3,3.7,"CoPilot"
2018-04-19,1,5,"CoPilot"
2018-04-21,3,4.3,"CoPilot"
2018-04-22,1,1,"CoPilot"
2018-04-24,1,2,"CoPilot"
2018-04-25,2,3,"CoPilot"
2018-04-26,3,3.3,"CoPilot"
2018-04-27,4,3.8,"CoPilot"
2018-04-28,3,4.7,"CoPilot"
2018-04-29,2,3,"CoPilot"
2018-04-30,2,3,"CoPilot"
2018-05-01,2,4,"CoPilot"
2018-05-02,2,2.5,"CoPilot"
2018-05-03,1,4,"CoPilot"
2018-05-04,3,3,"CoPilot"
2018-05-05,3,3.3,"CoPilot"
2018-05-07,2,4,"CoPilot"
2018-05-09,1,1,"CoPilot"
2018-05-10,2,4,"CoPilot"
2018-05-12,1,5,"CoPilot"
2018-05-13,1,5,"CoPilot"
2018-05-14,2,3.5,"CoPilot"
2018-05-15,1,1,"CoPilot"
2018-05-16,1,4,"CoPilot"
2018-05-17,2,4,"CoPilot"
2018-05-18,2,3,"CoPilot"
2018-05-19,1,1,"CoPilot"
2018-05-22,4,3.8,"CoPilot"
2018-05-23,2,3,"CoPilot"
2018-05-24,2,3.5,"CoPilot"
2018-05-25,1,5,"CoPilot"
2018-05-30,10,4,"CoPilot"
2018-06-01,3,1.7,"CoPilot"
2018-06-03,3,2.7,"CoPilot"
2018-06-04,2,3.5,"CoPilot"
2018-06-05,3,4.3,"CoPilot"
2018-06-06,1,5,"CoPilot"
2018-06-07,1,3,"CoPilot"
2018-06-08,4,2.2,"CoPilot"
2018-06-09,1,3,"CoPilot"
2018-06-12,1,1,"CoPilot"
2018-06-13,2,5,"CoPilot"
2018-06-14,1,5,"CoPilot"
2018-06-15,3,3.7,"CoPilot"
2018-06-16,3,3,"CoPilot"
2018-06-17,2,3,"CoPilot"
2018-06-19,2,2.5,"CoPilot"
2018-06-20,1,5,"CoPilot"
2018-06-21,3,2.7,"CoPilot"
2018-06-22,6,4.7,"CoPilot"
2018-06-23,2,3.5,"CoPilot"
2018-06-26,1,5,"CoPilot"
2018-06-28,3,1.7,"CoPilot"
2018-06-29,3,4.7,"CoPilot"
2018-07-01,2,3,"CoPilot"
2018-07-02,4,4.8,"CoPilot"
2018-07-03,1,5,"CoPilot"
2018-07-05,2,4,"CoPilot"
2018-07-06,4,4.2,"CoPilot"
2018-07-07,3,4.7,"CoPilot"
2018-07-09,2,3.5,"CoPilot"
2018-07-10,1,4,"CoPilot"
2018-07-11,2,3,"CoPilot"
2018-07-12,1,5,"CoPilot"
2018-07-13,2,2,"CoPilot"
2018-07-14,2,3.5,"CoPilot"
2018-07-15,5,4.4,"CoPilot"
2018-07-17,3,4,"CoPilot"
2018-07-18,1,4,"CoPilot"
2018-07-19,2,4.5,"CoPilot"
2018-07-20,1,1,"CoPilot"
2018-07-21,3,2.7,"CoPilot"
2018-07-22,2,5,"CoPilot"
2018-07-23,2,3.5,"CoPilot"
2018-07-24,1,4,"CoPilot"
2018-07-25,4,3.8,"CoPilot"
2018-07-27,1,5,"CoPilot"
2018-07-28,2,5,"CoPilot"
2018-07-29,6,4.2,"CoPilot"
2018-07-30,1,5,"CoPilot"
2018-07-31,2,5,"CoPilot"
2018-08-01,2,2,"CoPilot"
2018-08-02,1,5,"CoPilot"
2018-08-03,2,5,"CoPilot"
2018-08-04,2,3.5,"CoPilot"
2018-08-05,1,5,"CoPilot"
2018-08-06,2,5,"CoPilot"
2018-08-07,3,3.3,"CoPilot"
2018-08-08,1,1,"CoPilot"
2018-08-09,1,4,"CoPilot"
2018-08-10,1,4,"CoPilot"
2018-08-11,1,3,"CoPilot"
2018-08-12,5,3.6,"CoPilot"
2018-08-13,1,3,"CoPilot"
2018-08-14,2,1.5,"CoPilot"
2018-08-15,1,2,"CoPilot"
2018-08-17,4,4.2,"CoPilot"
2018-08-18,4,4.5,"CoPilot"
2018-08-19,3,3.7,"CoPilot"
2018-08-20,1,4,"CoPilot"
2018-08-21,1,2,"CoPilot"
2018-08-23,1,5,"CoPilot"
2018-08-24,2,4,"CoPilot"
2018-08-25,1,5,"CoPilot"
2018-08-26,2,3.5,"CoPilot"
2018-08-27,2,5,"CoPilot"
2018-08-28,2,1,"CoPilot"
2018-08-29,3,2.3,"CoPilot"
2018-08-30,1,1,"CoPilot"
2018-08-31,2,5,"CoPilot"
2018-09-01,3,4,"CoPilot"
2018-09-02,3,5,"CoPilot"
2018-09-04,1,5,"CoPilot"
2018-09-05,2,4.5,"CoPilot"
2018-09-08,2,4,"CoPilot"
2018-09-11,1,5,"CoPilot"
2018-09-12,2,3,"CoPilot"
2018-09-13,2,2,"CoPilot"
2018-09-14,1,5,"CoPilot"
2018-09-17,1,5,"CoPilot"
2018-09-18,1,3,"CoPilot"
2018-09-19,1,1,"CoPilot"
2018-09-21,4,2,"CoPilot"
2018-09-22,3,1.3,"CoPilot"
2018-09-23,1,1,"CoPilot"
2018-09-24,2,2,"CoPilot"
2018-09-25,1,1,"CoPilot"
2018-09-27,1,1,"CoPilot"
2018-09-29,3,1.7,"CoPilot"
2018-09-30,4,3.2,"CoPilot"
2018-10-01,1,2,"CoPilot"
2018-10-02,2,4.5,"CoPilot"
2018-10-03,2,2,"CoPilot"
2018-10-04,4,4.2,"CoPilot"
2018-10-06,2,2.5,"CoPilot"
2018-10-07,2,2.5,"CoPilot"
2018-10-09,3,4.3,"CoPilot"
2018-10-10,6,5,"CoPilot"
2018-10-11,4,4.5,"CoPilot"
2018-10-12,4,5,"CoPilot"
2018-10-13,4,3.8,"CoPilot"
2018-10-14,2,3,"CoPilot"
2018-10-16,1,4,"CoPilot"
2018-10-18,1,5,"CoPilot"
2018-10-19,3,4.3,"CoPilot"
2018-10-21,5,4,"CoPilot"
2018-10-22,2,3,"CoPilot"
2018-10-24,1,5,"CoPilot"
2018-10-25,2,4,"CoPilot"
2018-10-26,2,4.5,"CoPilot"
2018-10-29,1,4,"CoPilot"
2018-10-30,2,1.5,"CoPilot"
2018-10-31,2,3,"CoPilot"
2018-11-01,1,4,"CoPilot"
2018-11-03,3,3,"CoPilot"
2018-11-05,2,5,"CoPilot"
2018-11-07,1,5,"CoPilot"
2018-11-08,5,3.6,"CoPilot"
2018-11-10,2,4.5,"CoPilot"
2018-11-11,2,5,"CoPilot"
2018-11-12,3,3.3,"CoPilot"
2018-11-14,2,4.5,"CoPilot"
2018-11-15,1,3,"CoPilot"
2018-11-16,1,5,"CoPilot"
2018-11-18,3,4,"CoPilot"
2018-11-20,1,5,"CoPilot"
2018-11-21,1,5,"CoPilot"
2018-11-22,1,5,"CoPilot"
2018-11-23,1,5,"CoPilot"
2018-11-24,2,3.5,"CoPilot"
2018-11-26,2,3.5,"CoPilot"
2018-11-27,1,1,"CoPilot"
2018-11-28,1,5,"CoPilot"
2018-11-29,1,5,"CoPilot"
2018-11-30,1,1,"CoPilot"
2018-12-04,1,2,"CoPilot"
2018-12-06,1,1,"CoPilot"
2018-12-08,2,3.5,"CoPilot"
2018-12-09,1,5,"CoPilot"
2018-12-11,3,4.3,"CoPilot"
2018-12-14,3,3.3,"CoPilot"
2018-12-17,2,5,"CoPilot"
2018-12-18,2,3.5,"CoPilot"
2018-12-19,2,4.5,"CoPilot"
2018-12-20,3,1,"CoPilot"
2018-12-21,5,4.2,"CoPilot"
2018-12-22,1,5,"CoPilot"
2018-12-23,1,5,"CoPilot"
2018-12-24,1,5,"CoPilot"
2018-12-25,2,3.5,"CoPilot"
2018-12-27,1,4,"CoPilot"
2018-12-28,2,4.5,"CoPilot"
2018-12-29,2,4.5,"CoPilot"
2018-12-31,1,5,"CoPilot"
2019-01-01,3,4,"CoPilot"
2019-01-03,2,5,"CoPilot"
2019-01-04,1,5,"CoPilot"
2019-01-05,3,3.7,"CoPilot"
2019-01-06,2,3.5,"CoPilot"
2019-01-07,2,5,"CoPilot"
2019-01-08,1,1,"CoPilot"
2019-01-09,1,1,"CoPilot"
2019-01-10,2,5,"CoPilot"
2019-01-11,1,3,"CoPilot"
2019-01-12,3,4.7,"CoPilot"
2019-01-13,1,5,"CoPilot"
2019-01-14,1,5,"CoPilot"
2019-01-16,1,1,"CoPilot"
2019-01-17,2,3,"CoPilot"
2019-01-18,1,4,"CoPilot"
2019-01-21,1,5,"CoPilot"
2019-01-22,2,4.5,"CoPilot"
2019-01-23,1,3,"CoPilot"
2019-01-24,1,5,"CoPilot"
2019-01-25,1,1,"CoPilot"
2019-01-28,1,1,"CoPilot"
2019-01-29,1,2,"CoPilot"
2019-01-30,1,5,"CoPilot"
2019-01-31,3,4.3,"CoPilot"
2019-02-01,2,3,"CoPilot"
2019-02-02,1,3,"CoPilot"
2019-02-04,3,5,"CoPilot"
2019-02-05,11,3.2,"CoPilot"
2019-02-06,3,4.7,"CoPilot"
2019-02-07,3,3.3,"CoPilot"
2019-02-08,4,3,"CoPilot"
2019-02-09,5,3.4,"CoPilot"
2019-02-10,4,2.8,"CoPilot"
2019-02-11,7,3,"CoPilot"
2019-02-12,6,3.8,"CoPilot"
2019-02-13,5,1.8,"CoPilot"
2019-02-14,6,3,"CoPilot"
2019-02-15,8,2.9,"CoPilot"
2019-02-16,11,3.2,"CoPilot"
2019-02-17,6,3.7,"CoPilot"
2019-02-18,10,3.4,"CoPilot"
2019-02-19,5,2.8,"CoPilot"
2019-02-20,8,3.2,"CoPilot"
2019-02-21,8,2.4,"CoPilot"
2019-02-22,6,3.5,"CoPilot"
2019-02-23,7,3.3,"CoPilot"
2019-02-24,1,5,"CoPilot"
2019-02-25,2,2,"CoPilot"
2019-02-26,5,3.8,"CoPilot"
2019-02-27,6,2.3,"CoPilot"
2019-02-28,5,4,"CoPilot"
2019-03-01,5,2.6,"CoPilot"
2019-03-02,7,3.9,"CoPilot"
2019-03-03,7,2.7,"CoPilot"
2019-03-04,8,3.2,"CoPilot"
2019-03-05,5,1.6,"CoPilot"
2019-03-06,8,3.9,"CoPilot"
2019-03-07,6,3.5,"CoPilot"
2019-03-08,5,3.8,"CoPilot"
2019-03-09,9,2.9,"CoPilot"
2019-03-10,4,4,"CoPilot"
2019-03-11,3,3,"CoPilot"
2019-03-12,4,2.8,"CoPilot"
2019-03-13,4,4,"CoPilot"
2019-03-14,8,3.1,"CoPilot"
2019-03-15,5,3.8,"CoPilot"
2019-03-16,5,2.2,"CoPilot"
2019-03-17,3,4.3,"CoPilot"
2019-03-18,4,4,"CoPilot"
2019-03-19,4,1.8,"CoPilot"
2019-03-20,3,2.3,"CoPilot"
2019-03-21,4,2,"CoPilot"
2019-03-22,2,4,"CoPilot"
2019-03-23,1,5,"CoPilot"
2019-03-24,1,2,"CoPilot"
2019-03-25,5,3.4,"CoPilot"
2019-03-26,2,3,"CoPilot"
2019-03-27,3,3.7,"CoPilot"
2019-03-28,6,4,"CoPilot"
2019-03-29,2,3,"CoPilot"
2019-03-30,2,1.5,"CoPilot"
2019-03-31,4,3.8,"CoPilot"
2019-04-01,3,3.7,"CoPilot"
2019-04-02,9,3,"CoPilot"
2019-04-03,3,1.7,"CoPilot"
2019-04-04,2,2.5,"CoPilot"
2019-04-05,7,3.3,"CoPilot"
2019-04-06,2,4,"CoPilot"
2019-04-07,3,2,"CoPilot"
2019-04-08,7,3.1,"CoPilot"
2019-04-09,6,2.3,"CoPilot"
2019-04-10,2,3,"CoPilot"
2019-04-11,3,4.3,"CoPilot"
2019-04-12,2,3,"CoPilot"
2019-04-13,4,4,"CoPilot"
2019-04-14,6,4.2,"CoPilot"
2019-04-15,2,4,"CoPilot"
2019-04-16,10,2.6,"CoPilot"
2019-04-17,6,3.7,"CoPilot"
2019-04-18,2,5,"CoPilot"
2019-04-19,3,5,"CoPilot"
2019-04-20,5,3.2,"CoPilot"
2019-04-21,2,1.5,"CoPilot"
2019-04-22,5,4.2,"CoPilot"
2019-04-23,1,5,"CoPilot"
2019-04-24,2,4,"CoPilot"
2019-04-25,6,3.3,"CoPilot"
2019-04-26,4,4.2,"CoPilot"
2019-04-27,1,5,"CoPilot"
2019-04-28,1,5,"CoPilot"
2019-04-29,6,3.7,"CoPilot"
2019-04-30,3,1.3,"CoPilot"
2019-05-01,2,3,"CoPilot"
2019-05-02,10,2.4,"CoPilot"
2019-05-03,1,1,"CoPilot"
2019-05-04,6,4.3,"CoPilot"
2019-05-05,9,2.8,"CoPilot"
2019-05-06,5,2.6,"CoPilot"
2019-05-08,4,3.8,"CoPilot"
2019-05-09,6,2.7,"CoPilot"
2019-05-10,5,3.6,"CoPilot"
2019-05-11,4,4.2,"CoPilot"
2019-05-12,2,3.5,"CoPilot"
2019-05-13,6,5,"CoPilot"
2019-05-14,3,3.7,"CoPilot"
2019-05-15,3,3.7,"CoPilot"
2019-05-16,7,3.6,"CoPilot"
2019-05-17,10,4.1,"CoPilot"
2019-05-18,4,3.2,"CoPilot"
2019-05-19,9,3,"CoPilot"
2019-05-20,2,5,"CoPilot"
2019-05-22,4,2,"CoPilot"
2019-05-23,4,3,"CoPilot"
2019-05-24,3,3.7,"CoPilot"
2019-05-25,3,2,"CoPilot"
2019-05-26,4,3.5,"CoPilot"
2019-05-27,5,2.6,"CoPilot"
2019-05-28,2,1,"CoPilot"
2019-05-29,4,3.5,"CoPilot"
2019-05-30,3,3.7,"CoPilot"
2019-05-31,2,4,"CoPilot"
2019-06-01,2,5,"CoPilot"
2019-06-02,7,4.1,"CoPilot"
2019-06-03,4,3.2,"CoPilot"
2019-06-04,3,1.7,"CoPilot"
2019-06-05,1,4,"CoPilot"
2019-06-06,6,4.2,"CoPilot"
2019-06-07,5,4.2,"CoPilot"
2019-06-08,4,1.8,"CoPilot"
2019-06-09,4,3.2,"CoPilot"
2019-06-10,3,1,"CoPilot"
2019-06-11,2,2,"CoPilot"
2019-06-12,2,1,"CoPilot"
2019-06-14,7,3.6,"CoPilot"
2019-06-15,7,3.7,"CoPilot"
2019-06-16,3,2.3,"CoPilot"
2019-06-17,7,3.9,"CoPilot"
2019-06-18,5,3,"CoPilot"
2019-06-19,8,2.5,"CoPilot"
2019-06-20,5,3.2,"CoPilot"
2019-06-21,9,1.9,"CoPilot"
2019-06-22,4,3,"CoPilot"
2019-06-23,4,2,"CoPilot"
2019-06-24,3,2.3,"CoPilot"
2019-06-25,4,3.8,"CoPilot"
2019-06-26,3,2,"CoPilot"
2019-06-27,5,1.6,"CoPilot"
2019-06-28,5,4.8,"CoPilot"
2019-06-29,2,3,"CoPilot"
2019-06-30,9,2.8,"CoPilot"
2019-07-01,4,1.5,"CoPilot"
2019-07-02,4,4,"CoPilot"
2019-07-03,6,2.7,"CoPilot"
2019-07-04,6,3,"CoPilot"
2019-07-05,2,1,"CoPilot"
2019-07-06,3,3,"CoPilot"
2019-07-07,4,4.5,"CoPilot"
2019-07-08,9,2.7,"CoPilot"
2019-07-09,6,3.8,"CoPilot"
2019-07-10,7,3.9,"CoPilot"
2019-07-11,7,2.7,"CoPilot"
2019-07-12,5,3.2,"CoPilot"
2019-07-13,4,3.8,"CoPilot"
2019-07-14,2,5,"CoPilot"
2019-07-15,4,4,"CoPilot"
2019-07-16,2,3,"CoPilot"
2019-07-17,2,3,"CoPilot"
2019-07-18,3,2.3,"CoPilot"
2019-07-19,6,1.8,"CoPilot"
2019-07-21,1,5,"CoPilot"
2019-07-22,1,5,"CoPilot"
2019-07-23,6,3.2,"CoPilot"
2019-07-24,3,2.7,"CoPilot"
2019-07-25,10,3.2,"CoPilot"
2019-07-26,3,4.3,"CoPilot"
2019-07-27,5,5,"CoPilot"
2019-07-28,10,3.2,"CoPilot"
2019-07-29,5,2.4,"CoPilot"
2019-07-30,8,3.8,"CoPilot"
2019-07-31,11,2.4,"CoPilot"
2019-08-01,12,3,"CoPilot"
2019-08-02,3,2.3,"CoPilot"
2019-08-03,6,4.2,"CoPilot"
2019-08-04,2,3,"CoPilot"
2019-08-05,3,2,"CoPilot"
2019-08-06,4,4.5,"CoPilot"
2019-08-07,13,4.2,"CoPilot"
2019-08-08,8,3,"CoPilot"
2019-08-09,7,3,"CoPilot"
2019-08-10,8,3.1,"CoPilot"
2019-08-11,2,4,"CoPilot"
2019-08-12,5,4,"CoPilot"
2019-08-13,9,3.1,"CoPilot"
2019-08-14,8,4.4,"CoPilot"
2019-08-15,5,3.4,"CoPilot"
2019-08-16,6,3.3,"CoPilot"
2019-08-17,4,2.8,"CoPilot"
2019-08-18,6,3.3,"CoPilot"
2019-08-19,2,3.5,"CoPilot"
2019-08-20,4,2.2,"CoPilot"
2019-08-21,6,4.7,"CoPilot"
2019-08-22,10,2.9,"CoPilot"
2019-08-23,6,3.7,"CoPilot"
2019-08-24,6,4.3,"CoPilot"
2019-08-25,4,2.8,"CoPilot"
2019-08-26,4,3.2,"CoPilot"
2019-08-27,2,2.5,"CoPilot"
2019-08-28,5,3,"CoPilot"
2019-08-29,3,5,"CoPilot"
2019-08-30,5,3.6,"CoPilot"
2019-08-31,8,3.9,"CoPilot"
2019-09-01,7,2.7,"CoPilot"
2019-09-02,4,2,"CoPilot"
2019-09-03,2,1,"CoPilot"
2019-09-04,3,2.3,"CoPilot"
2019-09-05,2,4,"CoPilot"
2019-09-06,9,2.7,"CoPilot"
2019-09-07,3,1.7,"CoPilot"
2019-09-08,8,4,"CoPilot"
2019-09-09,5,2.4,"CoPilot"
2019-09-10,2,3,"CoPilot"
2019-09-11,1,4,"CoPilot"
2019-09-12,5,4.8,"CoPilot"
2019-09-13,5,4.2,"CoPilot"
2019-09-14,1,5,"CoPilot"
2019-09-15,6,2.5,"CoPilot"
2019-09-16,4,2,"CoPilot"
2019-09-17,3,4,"CoPilot"
2019-09-18,3,3.7,"CoPilot"
2019-09-19,3,4.3,"CoPilot"
2019-09-20,6,3.7,"CoPilot"
2019-09-21,2,3,"CoPilot"
2019-09-22,4,3,"CoPilot"
2019-09-23,4,2.2,"CoPilot"
2019-09-24,3,3,"CoPilot"
2019-09-25,5,2.6,"CoPilot"
2019-09-26,6,2.7,"CoPilot"
2019-09-27,4,3.2,"CoPilot"
2019-09-28,4,3.5,"CoPilot"
2019-09-29,2,3.5,"CoPilot"
2019-09-30,3,3,"CoPilot"
2019-10-01,2,3,"CoPilot"
2019-10-02,2,3.5,"CoPilot"
2019-10-03,4,2.5,"CoPilot"
2019-10-04,1,3,"CoPilot"
2019-10-05,8,3.9,"CoPilot"
2019-10-06,4,3.2,"CoPilot"
2019-10-07,3,4,"CoPilot"
2019-10-08,4,3.5,"CoPilot"
2019-10-09,4,2.8,"CoPilot"
2019-10-10,8,4,"CoPilot"
2019-10-11,3,3.3,"CoPilot"
2019-10-12,4,3,"CoPilot"
2019-10-13,1,5,"CoPilot"
2019-10-14,1,5,"CoPilot"
2019-10-15,1,3,"CoPilot"
2019-10-16,4,3.5,"CoPilot"
2019-10-17,4,4.5,"CoPilot"
2019-10-18,3,5,"CoPilot"
2019-10-19,1,5,"CoPilot"
2019-10-20,2,4,"CoPilot"
2019-10-21,3,2.3,"CoPilot"
2019-10-22,2,3,"CoPilot"
2019-10-23,11,3.9,"CoPilot"
2019-10-24,4,3,"CoPilot"
2019-10-25,1,4,"CoPilot"
2019-10-27,3,3.3,"CoPilot"
2019-10-28,1,5,"CoPilot"
2019-10-29,2,3,"CoPilot"
2019-10-30,2,2.5,"CoPilot"
2019-10-31,3,4.3,"CoPilot"
2019-11-01,2,1.5,"CoPilot"
2019-11-02,4,3.8,"CoPilot"
2019-11-03,2,4,"CoPilot"
2019-11-04,3,3.7,"CoPilot"
2019-11-05,2,3,"CoPilot"
2019-11-06,4,2,"CoPilot"
2019-11-07,4,2.2,"CoPilot"
2019-11-08,1,5,"CoPilot"
2019-11-09,1,1,"CoPilot"
2019-11-10,4,2.5,"CoPilot"
2019-11-11,3,4.3,"CoPilot"
2019-11-12,6,1.7,"CoPilot"
2019-11-13,3,3.7,"CoPilot"
2019-11-14,2,1,"CoPilot"
2019-11-15,2,2.5,"CoPilot"
2019-11-16,4,3.5,"CoPilot"
2019-11-17,1,5,"CoPilot"
2019-11-18,6,2.8,"CoPilot"
2019-11-19,2,3.5,"CoPilot"
2019-11-20,6,3.8,"CoPilot"
2019-11-21,1,1,"CoPilot"
2019-11-22,2,2.5,"CoPilot"
2019-11-23,2,2.5,"CoPilot"
2019-11-24,2,3,"CoPilot"
2019-11-26,4,4,"CoPilot"
2019-11-27,1,5,"CoPilot"
2019-11-30,2,5,"CoPilot"
2019-12-01,2,3,"CoPilot"
2019-12-02,3,3.3,"CoPilot"
2019-12-03,5,3.6,"CoPilot"
2019-12-04,4,4.8,"CoPilot"
2019-12-05,2,4,"CoPilot"
2019-12-06,5,3.2,"CoPilot"
2019-12-07,7,3.4,"CoPilot"
2019-12-08,9,3,"CoPilot"
2019-12-09,4,4.2,"CoPilot"
2019-12-10,5,2.8,"CoPilot"
2019-12-11,4,4,"CoPilot"
2019-12-12,5,3,"CoPilot"
2019-12-13,4,3.8,"CoPilot"
2019-12-14,6,4.5,"CoPilot"
2019-12-15,2,5,"CoPilot"
2019-12-16,4,2.2,"CoPilot"
2019-12-17,2,3,"CoPilot"
2019-12-18,4,4.2,"CoPilot"
2019-12-19,3,3.3,"CoPilot"
2019-12-20,3,2.3,"CoPilot"
2019-12-21,3,2.3,"CoPilot"
2019-12-22,3,2.7,"CoPilot"
2019-12-23,3,3.7,"CoPilot"
2019-12-24,4,2,"CoPilot"
2019-12-25,5,3.4,"CoPilot"
2019-12-26,6,3.7,"CoPilot"
2019-12-27,2,5,"CoPilot"
2019-12-28,3,2.3,"CoPilot"
2019-12-30,1,1,"CoPilot"
2019-12-31,4,4,"CoPilot"
2020-01-01,3,5,"CoPilot"
2020-01-02,3,4.7,"CoPilot"
2020-01-03,2,4,"CoPilot"
2020-01-04,6,2.5,"CoPilot"
2020-01-05,4,3.2,"CoPilot"
2020-01-06,5,4.2,"CoPilot"
2020-01-07,2,2,"CoPilot"
2020-01-08,2,5,"CoPilot"
2020-01-09,2,3,"CoPilot"
2020-01-10,1,1,"CoPilot"
2020-01-11,4,3.2,"CoPilot"
2020-01-12,4,4.8,"CoPilot"
2020-01-13,4,2.5,"CoPilot"
2020-01-14,2,4.5,"CoPilot"
2020-01-15,2,4,"CoPilot"
2020-01-16,1,3,"CoPilot"
2020-01-17,3,2.3,"CoPilot"
2020-01-18,3,5,"CoPilot"
2020-01-19,2,2,"CoPilot"
2020-01-20,5,3.8,"CoPilot"
2020-01-21,1,5,"CoPilot"
2020-01-22,3,4.7,"CoPilot"
2020-01-23,3,3.7,"CoPilot"
2020-01-24,2,3,"CoPilot"
2020-01-25,5,3.4,"CoPilot"
2020-01-26,6,3,"CoPilot"
2020-01-27,3,3.3,"CoPilot"
2020-01-29,6,3.8,"CoPilot"
2020-01-30,3,2.7,"CoPilot"
2020-01-31,4,3,"CoPilot"
2020-02-01,2,4.5,"CoPilot"
2020-02-02,4,3.5,"CoPilot"
2020-02-03,2,3,"CoPilot"
2020-02-04,4,4.5,"CoPilot"
2020-02-05,3,3.7,"CoPilot"
2020-02-06,4,4,"CoPilot"
2020-02-07,7,2.9,"CoPilot"
2020-02-09,5,3.8,"CoPilot"
2020-02-10,3,2.3,"CoPilot"
2020-02-11,8,1.5,"CoPilot"
2020-02-12,5,2.8,"CoPilot"
2020-02-13,4,2,"CoPilot"
2020-02-14,3,3.3,"CoPilot"
2020-02-15,1,5,"CoPilot"
2020-02-16,3,2.3,"CoPilot"
2020-02-17,4,2.2,"CoPilot"
2020-02-18,3,3.7,"CoPilot"
2020-02-19,3,3,"CoPilot"
2020-02-20,3,2.7,"CoPilot"
2020-02-21,3,3.7,"CoPilot"
2020-02-22,3,2.3,"CoPilot"
2020-02-23,4,4.8,"CoPilot"
2020-02-24,5,4,"CoPilot"
2020-02-25,3,3.7,"CoPilot"
2020-02-26,1,2,"CoPilot"
2020-02-27,4,4,"CoPilot"
2020-02-28,3,4.3,"CoPilot"
2020-02-29,1,4,"CoPilot"
2020-03-01,3,3,"CoPilot"
2020-03-02,2,5,"CoPilot"
2020-03-04,1,2,"CoPilot"
2020-03-05,5,2.8,"CoPilot"
