"date","count","star","app"
2016-06-16,1,5,"Genius Maps"
2016-06-17,1,3,"Genius Maps"
2016-06-21,1,4,"Genius Maps"
2016-06-28,1,5,"Genius Maps"
2016-07-01,1,2,"Genius Maps"
2016-07-02,1,5,"Genius Maps"
2016-07-04,1,1,"Genius Maps"
2016-07-05,1,4,"Genius Maps"
2016-07-15,1,1,"Genius Maps"
2016-07-27,1,5,"Genius Maps"
2016-08-08,1,3,"Genius Maps"
2016-08-12,2,2.5,"Genius Maps"
2016-08-16,1,4,"Genius Maps"
2016-08-17,1,1,"Genius Maps"
2016-08-30,1,4,"Genius Maps"
2016-09-03,1,5,"Genius Maps"
2016-09-07,1,5,"Genius Maps"
2016-09-12,1,1,"Genius Maps"
2016-09-13,1,5,"Genius Maps"
2016-10-03,2,2.5,"Genius Maps"
2016-10-11,1,1,"Genius Maps"
2016-10-17,1,5,"Genius Maps"
2016-10-28,1,5,"Genius Maps"
2016-11-02,1,5,"Genius Maps"
2016-11-05,1,1,"Genius Maps"
2016-11-13,2,3,"Genius Maps"
2016-11-15,1,5,"Genius Maps"
2016-11-20,1,5,"Genius Maps"
2016-12-19,1,5,"Genius Maps"
2016-12-22,2,3,"Genius Maps"
2016-12-26,2,3.5,"Genius Maps"
2016-12-27,1,4,"Genius Maps"
2016-12-29,1,1,"Genius Maps"
2016-12-31,1,3,"Genius Maps"
2017-01-01,1,4,"Genius Maps"
2017-01-03,1,4,"Genius Maps"
2017-01-06,1,5,"Genius Maps"
2017-01-07,1,4,"Genius Maps"
2017-01-08,2,3,"Genius Maps"
2017-01-09,1,5,"Genius Maps"
2017-01-12,1,5,"Genius Maps"
2017-01-13,1,5,"Genius Maps"
2017-01-17,1,5,"Genius Maps"
2017-01-24,1,5,"Genius Maps"
2017-02-02,1,5,"Genius Maps"
2017-03-01,1,5,"Genius Maps"
2017-03-08,1,5,"Genius Maps"
2017-03-12,1,2,"Genius Maps"
2017-03-17,1,3,"Genius Maps"
2017-03-21,1,4,"Genius Maps"
2017-04-02,1,2,"Genius Maps"
2017-04-21,1,5,"Genius Maps"
2017-04-23,1,4,"Genius Maps"
2017-05-01,1,5,"Genius Maps"
2017-05-03,1,3,"Genius Maps"
2017-05-07,2,2.5,"Genius Maps"
2017-05-12,1,5,"Genius Maps"
2017-05-13,1,5,"Genius Maps"
2017-05-17,1,5,"Genius Maps"
2017-06-01,1,5,"Genius Maps"
2017-06-13,1,4,"Genius Maps"
2017-07-11,1,5,"Genius Maps"
2017-07-12,1,5,"Genius Maps"
2017-07-22,1,1,"Genius Maps"
2017-07-26,1,2,"Genius Maps"
2017-07-28,1,2,"Genius Maps"
2017-08-12,1,4,"Genius Maps"
2017-08-18,1,1,"Genius Maps"
2017-08-22,1,3,"Genius Maps"
2017-08-26,1,5,"Genius Maps"
2017-09-12,1,1,"Genius Maps"
2017-09-24,1,1,"Genius Maps"
2017-09-27,1,1,"Genius Maps"
2017-10-20,1,5,"Genius Maps"
2017-10-30,1,4,"Genius Maps"
2017-11-04,1,2,"Genius Maps"
2017-11-12,1,1,"Genius Maps"
2017-11-18,1,5,"Genius Maps"
2017-11-24,1,4,"Genius Maps"
2017-11-29,1,5,"Genius Maps"
2017-12-02,1,5,"Genius Maps"
2017-12-07,1,2,"Genius Maps"
2017-12-21,1,1,"Genius Maps"
2017-12-28,1,5,"Genius Maps"
2018-01-03,1,5,"Genius Maps"
2018-01-09,2,5,"Genius Maps"
2018-01-13,1,5,"Genius Maps"
2018-01-27,1,1,"Genius Maps"
2018-02-20,1,4,"Genius Maps"
2018-02-21,1,1,"Genius Maps"
2018-02-25,1,2,"Genius Maps"
2018-02-28,2,3,"Genius Maps"
2018-03-02,1,5,"Genius Maps"
2018-03-16,1,1,"Genius Maps"
2018-03-20,1,1,"Genius Maps"
2018-03-23,1,1,"Genius Maps"
2018-03-30,1,1,"Genius Maps"
2018-03-31,1,4,"Genius Maps"
2018-04-01,1,5,"Genius Maps"
2018-04-13,1,5,"Genius Maps"
2018-04-14,2,3.5,"Genius Maps"
2018-04-17,1,5,"Genius Maps"
2018-04-21,2,5,"Genius Maps"
2018-04-23,1,5,"Genius Maps"
2018-04-25,1,3,"Genius Maps"
2018-04-29,1,3,"Genius Maps"
2018-04-30,1,5,"Genius Maps"
2018-05-02,1,2,"Genius Maps"
2018-05-03,1,5,"Genius Maps"
2018-05-18,2,3,"Genius Maps"
2018-06-06,1,4,"Genius Maps"
2018-06-11,1,4,"Genius Maps"
2018-06-13,1,1,"Genius Maps"
2018-06-15,2,2,"Genius Maps"
2018-06-22,1,2,"Genius Maps"
2018-07-01,1,4,"Genius Maps"
2018-07-15,1,5,"Genius Maps"
2018-07-18,1,2,"Genius Maps"
2018-07-25,1,2,"Genius Maps"
2018-08-11,1,5,"Genius Maps"
2018-08-15,1,3,"Genius Maps"
2018-08-19,1,1,"Genius Maps"
2018-08-31,1,5,"Genius Maps"
2018-09-03,1,2,"Genius Maps"
2018-09-05,1,1,"Genius Maps"
2018-09-23,1,1,"Genius Maps"
2018-10-08,1,1,"Genius Maps"
2018-10-16,1,3,"Genius Maps"
2018-10-21,1,3,"Genius Maps"
2018-10-24,1,5,"Genius Maps"
2018-10-25,1,1,"Genius Maps"
2018-10-31,1,1,"Genius Maps"
2018-11-05,1,1,"Genius Maps"
2018-11-11,1,1,"Genius Maps"
2018-11-18,1,5,"Genius Maps"
2018-11-23,1,1,"Genius Maps"
2018-11-29,1,5,"Genius Maps"
2018-12-16,1,5,"Genius Maps"
2018-12-20,1,5,"Genius Maps"
2018-12-23,1,5,"Genius Maps"
2018-12-24,1,5,"Genius Maps"
2018-12-26,2,4.5,"Genius Maps"
2018-12-27,1,5,"Genius Maps"
2018-12-28,2,3,"Genius Maps"
2018-12-30,1,5,"Genius Maps"
2019-01-02,1,1,"Genius Maps"
2019-01-03,1,5,"Genius Maps"
2019-01-04,1,5,"Genius Maps"
2019-01-11,1,5,"Genius Maps"
2019-01-12,1,5,"Genius Maps"
2019-01-14,1,1,"Genius Maps"
2019-01-23,1,5,"Genius Maps"
2019-01-26,1,2,"Genius Maps"
2019-01-27,1,1,"Genius Maps"
2019-02-16,1,5,"Genius Maps"
2019-02-23,1,1,"Genius Maps"
2019-02-28,1,4,"Genius Maps"
2019-03-10,1,5,"Genius Maps"
2019-03-11,1,4,"Genius Maps"
2019-03-14,1,1,"Genius Maps"
2019-03-24,1,2,"Genius Maps"
2019-03-28,1,5,"Genius Maps"
2019-03-30,1,5,"Genius Maps"
2019-04-01,1,2,"Genius Maps"
2019-04-07,1,5,"Genius Maps"
2019-04-10,1,5,"Genius Maps"
2019-04-21,1,1,"Genius Maps"
2019-05-03,1,5,"Genius Maps"
2019-05-05,1,5,"Genius Maps"
2019-05-19,1,5,"Genius Maps"
2019-05-21,1,3,"Genius Maps"
2019-05-28,1,3,"Genius Maps"
2019-05-30,1,5,"Genius Maps"
2019-06-06,1,5,"Genius Maps"
2019-06-11,1,1,"Genius Maps"
2019-06-17,1,5,"Genius Maps"
2019-06-19,1,2,"Genius Maps"
2019-06-23,1,4,"Genius Maps"
2019-06-25,2,5,"Genius Maps"
2019-06-27,1,1,"Genius Maps"
2019-06-28,1,5,"Genius Maps"
2019-07-01,1,5,"Genius Maps"
2019-07-10,1,5,"Genius Maps"
2019-07-16,1,5,"Genius Maps"
2019-07-19,1,5,"Genius Maps"
2019-07-20,1,4,"Genius Maps"
2019-07-21,1,4,"Genius Maps"
2019-07-24,1,5,"Genius Maps"
2019-07-29,1,5,"Genius Maps"
2019-08-02,1,5,"Genius Maps"
2019-08-04,2,3.5,"Genius Maps"
2019-08-05,1,4,"Genius Maps"
2019-08-06,1,5,"Genius Maps"
2019-08-10,1,5,"Genius Maps"
2019-08-12,1,1,"Genius Maps"
2019-08-22,1,3,"Genius Maps"
2019-08-23,1,1,"Genius Maps"
2019-08-27,1,1,"Genius Maps"
2019-08-28,1,4,"Genius Maps"
2019-08-29,1,4,"Genius Maps"
2019-08-31,1,5,"Genius Maps"
2019-09-03,1,4,"Genius Maps"
2019-09-19,1,3,"Genius Maps"
2019-09-22,2,3,"Genius Maps"
2019-09-23,1,5,"Genius Maps"
2019-09-24,2,5,"Genius Maps"
2019-09-30,1,5,"Genius Maps"
2019-10-02,1,4,"Genius Maps"
2019-10-16,1,5,"Genius Maps"
2019-10-17,2,3.5,"Genius Maps"
2019-10-18,1,5,"Genius Maps"
2019-10-19,1,5,"Genius Maps"
2019-10-24,1,4,"Genius Maps"
2019-10-28,1,5,"Genius Maps"
2019-11-04,2,5,"Genius Maps"
2019-11-19,1,1,"Genius Maps"
2019-11-21,1,4,"Genius Maps"
2019-11-22,1,5,"Genius Maps"
2019-12-01,1,5,"Genius Maps"
2019-12-05,1,5,"Genius Maps"
2019-12-23,1,1,"Genius Maps"
2019-12-24,1,5,"Genius Maps"
2019-12-30,1,5,"Genius Maps"
2020-01-04,1,5,"Genius Maps"
2020-01-12,1,5,"Genius Maps"
2020-01-15,1,5,"Genius Maps"
2020-02-05,1,4,"Genius Maps"
2020-02-06,1,1,"Genius Maps"
2020-02-07,1,5,"Genius Maps"
2020-02-08,1,5,"Genius Maps"
2020-02-14,1,1,"Genius Maps"
2020-02-18,1,5,"Genius Maps"
2020-02-21,1,1,"Genius Maps"
2020-02-27,1,3,"Genius Maps"
2020-03-10,1,4,"Genius Maps"
2020-03-12,1,1,"Genius Maps"
2020-03-21,1,5,"Genius Maps"
2020-04-18,2,2.5,"Genius Maps"
2020-04-25,1,1,"Genius Maps"
2020-04-26,1,5,"Genius Maps"
2020-05-06,1,5,"Genius Maps"
2020-05-07,1,1,"Genius Maps"
2020-05-08,3,1,"Genius Maps"
2020-05-09,1,1,"Genius Maps"
2020-05-15,1,1,"Genius Maps"
2020-05-19,1,3,"Genius Maps"
2020-05-26,1,4,"Genius Maps"
2020-06-03,1,4,"Genius Maps"
2020-06-08,1,5,"Genius Maps"
2020-06-11,4,4,"Genius Maps"
2016-06-15,11,2.8,"TomTom"
2016-06-16,10,3.1,"TomTom"
2016-06-17,10,3.9,"TomTom"
2016-06-18,12,3.2,"TomTom"
2016-06-19,7,3,"TomTom"
2016-06-20,9,3.8,"TomTom"
2016-06-21,5,3.6,"TomTom"
2016-06-22,7,4,"TomTom"
2016-06-23,9,4.6,"TomTom"
2016-06-24,5,3.6,"TomTom"
2016-06-25,7,4,"TomTom"
2016-06-26,8,4.1,"TomTom"
2016-06-27,8,4.4,"TomTom"
2016-06-28,6,4.2,"TomTom"
2016-06-29,11,3.9,"TomTom"
2016-06-30,1,5,"TomTom"
2016-07-01,4,3.8,"TomTom"
2016-07-02,10,4.4,"TomTom"
2016-07-03,6,3.5,"TomTom"
2016-07-04,5,3.6,"TomTom"
2016-07-05,7,2.7,"TomTom"
2016-07-06,5,3.6,"TomTom"
2016-07-07,14,3.4,"TomTom"
2016-07-08,11,3.5,"TomTom"
2016-07-09,8,4,"TomTom"
2016-07-10,3,5,"TomTom"
2016-07-11,6,4,"TomTom"
2016-07-12,8,4,"TomTom"
2016-07-13,7,3.1,"TomTom"
2016-07-14,6,3.5,"TomTom"
2016-07-15,9,3.4,"TomTom"
2016-07-16,7,2.4,"TomTom"
2016-07-17,12,3.8,"TomTom"
2016-07-18,17,3.5,"TomTom"
2016-07-19,7,3.9,"TomTom"
2016-07-20,9,3.7,"TomTom"
2016-07-21,7,4.3,"TomTom"
2016-07-22,8,4,"TomTom"
2016-07-23,10,3.2,"TomTom"
2016-07-24,13,3.9,"TomTom"
2016-07-25,9,3.9,"TomTom"
2016-07-26,10,4.1,"TomTom"
2016-07-27,7,3.7,"TomTom"
2016-07-28,11,3.5,"TomTom"
2016-07-29,5,3.6,"TomTom"
2016-07-30,8,2.2,"TomTom"
2016-07-31,3,3.7,"TomTom"
2016-08-01,9,3,"TomTom"
2016-08-02,9,3.3,"TomTom"
2016-08-03,6,3.8,"TomTom"
2016-08-04,12,3.9,"TomTom"
2016-08-05,17,4.5,"TomTom"
2016-08-06,10,3.8,"TomTom"
2016-08-07,5,3.6,"TomTom"
2016-08-08,9,3.7,"TomTom"
2016-08-09,12,3.2,"TomTom"
2016-08-10,19,3.4,"TomTom"
2016-08-11,9,3.4,"TomTom"
2016-08-12,12,3,"TomTom"
2016-08-13,5,4.6,"TomTom"
2016-08-14,7,3.1,"TomTom"
2016-08-15,7,4.3,"TomTom"
2016-08-16,11,2.8,"TomTom"
2016-08-17,6,2.7,"TomTom"
2016-08-18,10,3.3,"TomTom"
2016-08-19,10,3.4,"TomTom"
2016-08-20,17,3.2,"TomTom"
2016-08-21,9,3.4,"TomTom"
2016-08-22,4,2.8,"TomTom"
2016-08-23,9,2.8,"TomTom"
2016-08-24,9,3.7,"TomTom"
2016-08-25,5,2.8,"TomTom"
2016-08-26,12,3.9,"TomTom"
2016-08-27,11,3.4,"TomTom"
2016-08-28,9,3.8,"TomTom"
2016-08-29,9,4.7,"TomTom"
2016-08-30,7,2.4,"TomTom"
2016-08-31,10,4.3,"TomTom"
2016-09-01,10,4.4,"TomTom"
2016-09-02,7,3.1,"TomTom"
2016-09-03,10,3,"TomTom"
2016-09-04,15,3.6,"TomTom"
2016-09-05,9,2.9,"TomTom"
2016-09-06,9,3.8,"TomTom"
2016-09-07,4,3.8,"TomTom"
2016-09-08,6,3.8,"TomTom"
2016-09-09,8,3.4,"TomTom"
2016-09-10,13,3.8,"TomTom"
2016-09-11,2,5,"TomTom"
2016-09-12,10,3.2,"TomTom"
2016-09-13,5,2.4,"TomTom"
2016-09-14,6,3.3,"TomTom"
2016-09-15,8,3.9,"TomTom"
2016-09-16,11,3.6,"TomTom"
2016-09-17,12,2.9,"TomTom"
2016-09-18,10,2.7,"TomTom"
2016-09-19,12,4.2,"TomTom"
2016-09-20,10,3.2,"TomTom"
2016-09-21,7,3.3,"TomTom"
2016-09-22,8,4.2,"TomTom"
2016-09-23,10,3.3,"TomTom"
2016-09-24,6,3.5,"TomTom"
2016-09-25,11,3.9,"TomTom"
2016-09-26,13,4.1,"TomTom"
2016-09-27,11,3.4,"TomTom"
2016-09-28,6,3.2,"TomTom"
2016-09-29,10,3.4,"TomTom"
2016-09-30,7,3.9,"TomTom"
2016-10-01,14,3.9,"TomTom"
2016-10-02,8,3.5,"TomTom"
2016-10-03,6,1.8,"TomTom"
2016-10-04,7,4.3,"TomTom"
2016-10-05,3,2.7,"TomTom"
2016-10-06,5,3.6,"TomTom"
2016-10-07,8,3.5,"TomTom"
2016-10-08,12,4.6,"TomTom"
2016-10-09,10,3.1,"TomTom"
2016-10-10,4,3,"TomTom"
2016-10-11,5,3.4,"TomTom"
2016-10-12,10,3.4,"TomTom"
2016-10-13,9,4.2,"TomTom"
2016-10-14,5,3.8,"TomTom"
2016-10-15,4,2.8,"TomTom"
2016-10-16,10,2.8,"TomTom"
2016-10-17,4,4,"TomTom"
2016-10-18,5,4.4,"TomTom"
2016-10-19,13,3.8,"TomTom"
2016-10-20,7,2.3,"TomTom"
2016-10-21,5,4.6,"TomTom"
2016-10-22,6,3,"TomTom"
2016-10-23,9,3.7,"TomTom"
2016-10-24,7,4.1,"TomTom"
2016-10-25,8,3.6,"TomTom"
2016-10-26,9,3.9,"TomTom"
2016-10-27,5,4.8,"TomTom"
2016-10-28,7,4.3,"TomTom"
2016-10-29,2,3,"TomTom"
2016-10-30,7,3.3,"TomTom"
2016-10-31,5,3.8,"TomTom"
2016-11-01,5,2.6,"TomTom"
2016-11-02,9,3.7,"TomTom"
2016-11-03,9,3.8,"TomTom"
2016-11-04,5,3.2,"TomTom"
2016-11-05,2,2.5,"TomTom"
2016-11-06,16,2.6,"TomTom"
2016-11-07,4,5,"TomTom"
2016-11-08,4,3.2,"TomTom"
2016-11-09,9,3.8,"TomTom"
2016-11-10,7,3.6,"TomTom"
2016-11-11,7,4.1,"TomTom"
2016-11-12,5,2.6,"TomTom"
2016-11-13,3,3.7,"TomTom"
2016-11-14,14,3.6,"TomTom"
2016-11-15,6,4.7,"TomTom"
2016-11-16,8,4,"TomTom"
2016-11-17,10,3.3,"TomTom"
2016-11-18,7,3.6,"TomTom"
2016-11-19,11,3.5,"TomTom"
2016-11-20,10,4,"TomTom"
2016-11-21,11,3.1,"TomTom"
2016-11-22,11,3.5,"TomTom"
2016-11-23,7,3.9,"TomTom"
2016-11-24,7,2.6,"TomTom"
2016-11-25,8,2.6,"TomTom"
2016-11-26,17,3.9,"TomTom"
2016-11-27,9,4,"TomTom"
2016-11-28,7,3,"TomTom"
2016-11-29,6,3.2,"TomTom"
2016-11-30,7,3.4,"TomTom"
2016-12-01,15,3.7,"TomTom"
2016-12-02,11,3.4,"TomTom"
2016-12-03,11,3.4,"TomTom"
2016-12-04,12,3.6,"TomTom"
2016-12-05,13,3.4,"TomTom"
2016-12-06,6,3.7,"TomTom"
2016-12-07,8,3.2,"TomTom"
2016-12-08,9,3.8,"TomTom"
2016-12-09,7,3.1,"TomTom"
2016-12-10,10,2.7,"TomTom"
2016-12-11,11,3.4,"TomTom"
2016-12-12,3,3.7,"TomTom"
2016-12-13,7,3,"TomTom"
2016-12-14,7,2.9,"TomTom"
2016-12-15,4,4,"TomTom"
2016-12-16,7,3.9,"TomTom"
2016-12-17,10,2.3,"TomTom"
2016-12-18,6,4.3,"TomTom"
2016-12-19,4,2,"TomTom"
2016-12-20,6,3,"TomTom"
2016-12-21,7,3.4,"TomTom"
2016-12-22,11,3.4,"TomTom"
2016-12-23,9,3.8,"TomTom"
2016-12-24,8,2.5,"TomTom"
2016-12-25,8,3.9,"TomTom"
2016-12-26,6,3.5,"TomTom"
2016-12-27,6,3.8,"TomTom"
2016-12-28,8,2.9,"TomTom"
2016-12-29,7,3.3,"TomTom"
2016-12-30,9,4.8,"TomTom"
2016-12-31,5,2.2,"TomTom"
2017-01-01,8,3.1,"TomTom"
2017-01-02,8,3.8,"TomTom"
2017-01-03,6,4.3,"TomTom"
2017-01-04,6,3.3,"TomTom"
2017-01-05,6,3.2,"TomTom"
2017-01-06,7,3,"TomTom"
2017-01-07,4,4.5,"TomTom"
2017-01-08,8,2.4,"TomTom"
2017-01-09,3,2.3,"TomTom"
2017-01-10,2,4.5,"TomTom"
2017-01-11,2,3.5,"TomTom"
2017-01-12,7,3.4,"TomTom"
2017-01-13,2,5,"TomTom"
2017-01-14,7,4.4,"TomTom"
2017-01-15,7,3.7,"TomTom"
2017-01-16,8,4.2,"TomTom"
2017-01-17,2,2.5,"TomTom"
2017-01-18,5,3.2,"TomTom"
2017-01-19,10,4.7,"TomTom"
2017-01-20,2,4,"TomTom"
2017-01-21,3,3.7,"TomTom"
2017-01-22,5,4.6,"TomTom"
2017-01-23,5,4,"TomTom"
2017-01-24,3,3.7,"TomTom"
2017-01-25,7,3,"TomTom"
2017-01-26,11,3.5,"TomTom"
2017-01-27,2,2,"TomTom"
2017-01-28,5,3.4,"TomTom"
2017-01-29,4,3,"TomTom"
2017-01-30,6,3.7,"TomTom"
2017-01-31,5,3.6,"TomTom"
2017-02-01,5,4,"TomTom"
2017-02-02,8,3.5,"TomTom"
2017-02-03,1,1,"TomTom"
2017-02-04,2,1,"TomTom"
2017-02-05,4,3,"TomTom"
2017-02-06,6,3.2,"TomTom"
2017-02-07,2,3,"TomTom"
2017-02-08,4,3,"TomTom"
2017-02-09,5,3.4,"TomTom"
2017-02-10,1,1,"TomTom"
2017-02-11,5,2.8,"TomTom"
2017-02-12,12,3.1,"TomTom"
2017-02-13,6,3,"TomTom"
2017-02-14,5,3.2,"TomTom"
2017-02-15,4,3,"TomTom"
2017-02-16,3,2.3,"TomTom"
2017-02-17,3,3.3,"TomTom"
2017-02-18,2,4.5,"TomTom"
2017-02-19,7,3.4,"TomTom"
2017-02-20,6,3.2,"TomTom"
2017-02-21,8,3.6,"TomTom"
2017-02-22,7,3,"TomTom"
2017-02-23,9,3.4,"TomTom"
2017-02-24,6,2.3,"TomTom"
2017-02-25,7,2.9,"TomTom"
2017-02-26,8,2.9,"TomTom"
2017-02-27,8,2.1,"TomTom"
2017-02-28,8,3.6,"TomTom"
2017-03-01,8,3,"TomTom"
2017-03-02,8,4.5,"TomTom"
2017-03-03,9,2.9,"TomTom"
2017-03-04,4,4.5,"TomTom"
2017-03-05,5,3.4,"TomTom"
2017-03-06,7,2.4,"TomTom"
2017-03-07,3,2.3,"TomTom"
2017-03-08,6,2,"TomTom"
2017-03-09,2,3,"TomTom"
2017-03-10,12,3.4,"TomTom"
2017-03-11,4,2.8,"TomTom"
2017-03-12,2,1,"TomTom"
2017-03-13,5,3.6,"TomTom"
2017-03-14,2,3,"TomTom"
2017-03-15,6,4.2,"TomTom"
2017-03-16,5,2.8,"TomTom"
2017-03-17,6,4.2,"TomTom"
2017-03-18,7,3.3,"TomTom"
2017-03-19,4,1.8,"TomTom"
2017-03-20,5,2,"TomTom"
2017-03-21,4,3.5,"TomTom"
2017-03-22,8,2.9,"TomTom"
2017-03-23,5,2.6,"TomTom"
2017-03-24,8,3.8,"TomTom"
2017-03-25,1,2,"TomTom"
2017-03-26,7,3,"TomTom"
2017-03-27,5,3.6,"TomTom"
2017-03-28,6,3.2,"TomTom"
2017-03-29,6,2,"TomTom"
2017-03-30,7,2.6,"TomTom"
2017-03-31,4,3.5,"TomTom"
2017-04-01,9,4.1,"TomTom"
2017-04-02,6,3.5,"TomTom"
2017-04-03,3,2.3,"TomTom"
2017-04-04,2,4,"TomTom"
2017-04-05,6,3.2,"TomTom"
2017-04-06,5,3.6,"TomTom"
2017-04-07,5,3,"TomTom"
2017-04-08,3,5,"TomTom"
2017-04-09,16,2.1,"TomTom"
2017-04-10,8,3.1,"TomTom"
2017-04-11,9,3.9,"TomTom"
2017-04-12,10,3.4,"TomTom"
2017-04-13,5,2,"TomTom"
2017-04-14,8,2.6,"TomTom"
2017-04-15,10,2.5,"TomTom"
2017-04-16,6,4.5,"TomTom"
2017-04-17,12,2.7,"TomTom"
2017-04-18,8,4.4,"TomTom"
2017-04-19,5,2.6,"TomTom"
2017-04-20,6,2.7,"TomTom"
2017-04-21,8,3.6,"TomTom"
2017-04-22,11,3.1,"TomTom"
2017-04-23,7,2.7,"TomTom"
2017-04-24,4,4.5,"TomTom"
2017-04-25,9,2.8,"TomTom"
2017-04-26,6,4,"TomTom"
2017-04-27,4,3.2,"TomTom"
2017-04-28,3,3,"TomTom"
2017-04-29,5,3.4,"TomTom"
2017-04-30,7,3.3,"TomTom"
2017-05-01,6,2.2,"TomTom"
2017-05-02,8,2.5,"TomTom"
2017-05-03,6,3,"TomTom"
2017-05-04,3,2.3,"TomTom"
2017-05-05,5,3,"TomTom"
2017-05-06,4,3.5,"TomTom"
2017-05-07,4,3.2,"TomTom"
2017-05-08,10,3.2,"TomTom"
2017-05-09,13,3.5,"TomTom"
2017-05-10,4,4,"TomTom"
2017-05-11,5,3,"TomTom"
2017-05-12,6,3,"TomTom"
2017-05-13,9,3.9,"TomTom"
2017-05-14,7,3.3,"TomTom"
2017-05-15,6,3.5,"TomTom"
2017-05-16,7,3.6,"TomTom"
2017-05-17,4,2.2,"TomTom"
2017-05-18,9,4.3,"TomTom"
2017-05-19,5,4,"TomTom"
2017-05-20,3,4.3,"TomTom"
2017-05-21,7,3.9,"TomTom"
2017-05-22,8,3.5,"TomTom"
2017-05-23,9,4.2,"TomTom"
2017-05-24,5,3,"TomTom"
2017-05-25,4,3.8,"TomTom"
2017-05-26,8,3.6,"TomTom"
2017-05-27,6,3.3,"TomTom"
2017-05-28,8,3.4,"TomTom"
2017-05-29,7,3.4,"TomTom"
2017-05-30,4,3.8,"TomTom"
2017-05-31,3,1,"TomTom"
2017-06-01,3,5,"TomTom"
2017-06-02,4,3.8,"TomTom"
2017-06-03,5,3.4,"TomTom"
2017-06-04,8,3.4,"TomTom"
2017-06-05,5,2,"TomTom"
2017-06-06,8,2.8,"TomTom"
2017-06-07,8,4.4,"TomTom"
2017-06-08,5,3.4,"TomTom"
2017-06-09,2,3.5,"TomTom"
2017-06-10,3,4,"TomTom"
2017-06-11,8,3.6,"TomTom"
2017-06-12,3,4.7,"TomTom"
2017-06-13,5,3.2,"TomTom"
2017-06-14,4,3.5,"TomTom"
2017-06-15,5,4,"TomTom"
2017-06-16,3,2,"TomTom"
2017-06-17,3,3.7,"TomTom"
2017-06-18,1,5,"TomTom"
2017-06-19,9,3.9,"TomTom"
2017-06-20,4,5,"TomTom"
2017-06-21,2,2.5,"TomTom"
2017-06-22,8,3.1,"TomTom"
2017-06-23,3,3.7,"TomTom"
2017-06-24,5,2.8,"TomTom"
2017-06-25,10,3.7,"TomTom"
2017-06-26,3,3.7,"TomTom"
2017-06-27,4,3.8,"TomTom"
2017-06-28,8,3.8,"TomTom"
2017-06-29,5,3,"TomTom"
2017-06-30,5,2.6,"TomTom"
2017-07-01,5,2.6,"TomTom"
2017-07-02,6,2.3,"TomTom"
2017-07-03,2,3,"TomTom"
2017-07-04,6,4.7,"TomTom"
2017-07-05,4,3.5,"TomTom"
2017-07-06,5,5,"TomTom"
2017-07-07,2,5,"TomTom"
2017-07-08,5,2.2,"TomTom"
2017-07-09,6,3.2,"TomTom"
2017-07-10,2,3.5,"TomTom"
2017-07-11,7,4.3,"TomTom"
2017-07-12,3,5,"TomTom"
2017-07-13,6,3.5,"TomTom"
2017-07-14,4,4.8,"TomTom"
2017-07-15,4,3.8,"TomTom"
2017-07-16,9,3.4,"TomTom"
2017-07-17,7,3.6,"TomTom"
2017-07-18,5,3.8,"TomTom"
2017-07-19,4,4.2,"TomTom"
2017-07-20,2,3,"TomTom"
2017-07-21,5,5,"TomTom"
2017-07-22,9,3.3,"TomTom"
2017-07-23,8,3.2,"TomTom"
2017-07-24,7,4.6,"TomTom"
2017-07-25,12,2.8,"TomTom"
2017-07-26,7,2.7,"TomTom"
2017-07-27,8,3.8,"TomTom"
2017-07-28,5,4.2,"TomTom"
2017-07-29,5,4.6,"TomTom"
2017-07-30,6,4.8,"TomTom"
2017-07-31,6,3.2,"TomTom"
2017-08-01,4,3,"TomTom"
2017-08-02,4,5,"TomTom"
2017-08-03,8,2.6,"TomTom"
2017-08-04,7,3.9,"TomTom"
2017-08-05,12,3.3,"TomTom"
2017-08-06,9,3.9,"TomTom"
2017-08-07,7,3.4,"TomTom"
2017-08-08,7,3.1,"TomTom"
2017-08-09,5,3.2,"TomTom"
2017-08-10,9,4.2,"TomTom"
2017-08-11,9,3.6,"TomTom"
2017-08-12,3,3.7,"TomTom"
2017-08-13,8,2.8,"TomTom"
2017-08-14,9,3.4,"TomTom"
2017-08-15,8,4.1,"TomTom"
2017-08-16,6,3.8,"TomTom"
2017-08-17,5,2.6,"TomTom"
2017-08-18,8,4.5,"TomTom"
2017-08-19,9,4,"TomTom"
2017-08-20,4,2.8,"TomTom"
2017-08-21,6,3.8,"TomTom"
2017-08-22,3,3.3,"TomTom"
2017-08-23,12,3.2,"TomTom"
2017-08-24,4,4.5,"TomTom"
2017-08-25,6,2.8,"TomTom"
2017-08-26,3,4.3,"TomTom"
2017-08-27,5,3.6,"TomTom"
2017-08-28,5,3,"TomTom"
2017-08-29,4,2.2,"TomTom"
2017-08-30,4,3.8,"TomTom"
2017-08-31,10,4.1,"TomTom"
2017-09-01,5,3.8,"TomTom"
2017-09-02,7,3.7,"TomTom"
2017-09-03,3,3.7,"TomTom"
2017-09-04,6,3.7,"TomTom"
2017-09-05,7,3.3,"TomTom"
2017-09-06,8,3.9,"TomTom"
2017-09-07,8,2.8,"TomTom"
2017-09-08,10,4.1,"TomTom"
2017-09-09,4,3.2,"TomTom"
2017-09-10,8,2.9,"TomTom"
2017-09-11,7,2.4,"TomTom"
2017-09-12,9,3.7,"TomTom"
2017-09-13,2,4.5,"TomTom"
2017-09-14,10,4,"TomTom"
