"day_cut","sentiment","year","day","app"
2018-10-06,0.3,2018,6,"5"
2018-10-07,0.34,2018,7,"5"
2018-10-08,0.43,2018,8,"5"
2018-10-09,0.29,2018,9,"5"
2018-10-10,0.28,2018,10,"5"
2018-10-11,0.29,2018,11,"5"
2018-10-12,0.39,2018,12,"5"
2018-10-13,0.49,2018,13,"5"
2018-10-14,0.28,2018,14,"5"
2018-10-15,0.35,2018,15,"5"
2018-10-16,0.36,2018,16,"5"
2018-10-17,0.37,2018,17,"5"
2018-10-18,0.3,2018,18,"5"
2018-10-19,0.19,2018,19,"5"
2018-10-20,0.22,2018,20,"5"
2018-10-21,0.24,2018,21,"5"
2018-10-22,0.22,2018,22,"5"
2018-10-23,0.46,2018,23,"5"
2018-10-24,0.29,2018,24,"5"
2018-10-25,0.37,2018,25,"5"
2018-10-26,0.35,2018,26,"5"
2018-10-27,0.39,2018,27,"5"
2018-10-28,0.29,2018,28,"5"
2018-10-29,0.15,2018,29,"5"
2018-10-30,0.42,2018,30,"5"
2018-10-31,0.11,2018,31,"5"
2018-11-01,0.32,2018,1,"5"
2018-11-02,0.33,2018,2,"5"
2018-11-03,0.33,2018,3,"5"
2018-11-04,0.22,2018,4,"5"
2018-11-05,0.23,2018,5,"5"
2018-11-06,0.27,2018,6,"5"
2018-11-07,0.24,2018,7,"5"
2018-11-08,0.43,2018,8,"5"
2018-11-09,0.29,2018,9,"5"
2018-11-10,0.28,2018,10,"5"
2018-11-11,0.46,2018,11,"5"
2018-11-12,0.38,2018,12,"5"
2018-11-13,0.31,2018,13,"5"
2018-11-14,0.18,2018,14,"5"
2018-11-15,0.12,2018,15,"5"
2018-11-16,0.27,2018,16,"5"
2018-11-17,0.51,2018,17,"5"
2018-11-18,0.5,2018,18,"5"
2018-11-19,0.42,2018,19,"5"
2018-11-20,0.3,2018,20,"5"
2018-11-21,0.32,2018,21,"5"
2018-11-22,0.24,2018,22,"5"
2018-11-23,0.43,2018,23,"5"
2018-11-24,0.33,2018,24,"5"
2018-11-25,0.33,2018,25,"5"
2018-11-26,0.24,2018,26,"5"
2018-11-27,0.31,2018,27,"5"
2018-11-28,0.43,2018,28,"5"
2018-11-29,0.41,2018,29,"5"
2018-11-30,0.35,2018,30,"5"
2018-12-01,0.54,2018,1,"5"
2018-12-02,0.47,2018,2,"5"
2018-12-03,0.28,2018,3,"5"
2018-12-04,0.23,2018,4,"5"
2018-12-05,0.37,2018,5,"5"
2018-12-06,0.35,2018,6,"5"
2018-12-07,0.31,2018,7,"5"
2018-12-08,0.31,2018,8,"5"
2018-12-09,0.17,2018,9,"5"
2018-12-10,0.3,2018,10,"5"
2018-12-11,0.41,2018,11,"5"
2018-12-12,0.25,2018,12,"5"
2018-12-13,0.28,2018,13,"5"
2018-12-14,0.3,2018,14,"5"
2018-12-15,0.26,2018,15,"5"
2018-12-16,0.38,2018,16,"5"
2018-12-17,0.29,2018,17,"5"
2018-12-18,0.18,2018,18,"5"
2018-12-19,0.17,2018,19,"5"
2018-12-20,0.24,2018,20,"5"
2018-12-21,0.47,2018,21,"5"
2018-12-22,0.4,2018,22,"5"
2018-12-23,0.24,2018,23,"5"
2018-12-24,0.2,2018,24,"5"
2018-12-25,0.34,2018,25,"5"
2018-12-26,0.45,2018,26,"5"
2018-12-27,0.26,2018,27,"5"
2018-12-28,0.28,2018,28,"5"
2018-12-29,0.34,2018,29,"5"
2018-12-30,0.33,2018,30,"5"
2018-12-31,0.31,2018,31,"5"
2019-01-01,0.34,2019,1,"5"
2019-01-02,0.54,2019,2,"5"
2019-01-03,0.56,2019,3,"5"
2019-01-04,0.29,2019,4,"5"
2019-01-05,0.28,2019,5,"5"
2019-01-06,0.29,2019,6,"5"
2019-01-07,0.24,2019,7,"5"
2019-01-08,0.24,2019,8,"5"
2019-01-09,0.32,2019,9,"5"
2019-01-10,0.44,2019,10,"5"
2019-01-11,0.28,2019,11,"5"
2019-01-12,0.36,2019,12,"5"
2019-01-13,0.36,2019,13,"5"
2019-01-14,0.37,2019,14,"5"
2019-01-15,0.45,2019,15,"5"
2019-01-16,0.21,2019,16,"5"
2019-01-17,0.34,2019,17,"5"
2019-01-18,0.33,2019,18,"5"
2019-01-19,0.21,2019,19,"5"
2019-01-20,0.37,2019,20,"5"
2019-01-21,0.32,2019,21,"5"
2019-01-22,0.33,2019,22,"5"
2019-01-23,0.2,2019,23,"5"
2019-01-24,0.23,2019,24,"5"
2019-01-25,0.24,2019,25,"5"
2019-01-26,0.28,2019,26,"5"
2019-01-27,0.22,2019,27,"5"
2019-01-28,0.31,2019,28,"5"
2019-01-29,0.39,2019,29,"5"
2019-01-30,0.18,2019,30,"5"
2019-01-31,0.36,2019,31,"5"
2019-02-01,0.23,2019,1,"5"
2019-02-02,0.24,2019,2,"5"
2019-02-03,0.45,2019,3,"5"
2019-02-04,0.38,2019,4,"5"
2019-02-05,0.41,2019,5,"5"
2019-02-06,0.41,2019,6,"5"
2019-02-07,0.31,2019,7,"5"
2019-02-08,0.45,2019,8,"5"
2019-02-09,0.5,2019,9,"5"
2019-02-10,0.32,2019,10,"5"
2019-02-11,0.39,2019,11,"5"
2019-02-12,0.31,2019,12,"5"
2019-02-13,0.47,2019,13,"5"
2019-02-14,0.44,2019,14,"5"
2019-02-15,0.35,2019,15,"5"
2019-02-16,0.38,2019,16,"5"
2019-02-17,0.44,2019,17,"5"
2019-02-18,0.45,2019,18,"5"
2019-02-19,0.31,2019,19,"5"
2019-02-20,0.38,2019,20,"5"
2019-02-21,0.42,2019,21,"5"
2019-02-22,0.36,2019,22,"5"
2019-02-23,0.28,2019,23,"5"
2019-02-24,0.41,2019,24,"5"
2019-02-25,0.41,2019,25,"5"
2019-02-26,0.22,2019,26,"5"
2019-02-27,0.45,2019,27,"5"
2019-02-28,0.45,2019,28,"5"
2019-03-01,0.41,2019,1,"5"
2019-03-02,0.24,2019,2,"5"
2019-03-03,0.49,2019,3,"5"
2019-03-04,0.42,2019,4,"5"
2019-03-05,0.49,2019,5,"5"
2019-03-06,0.55,2019,6,"5"
2019-03-07,0.41,2019,7,"5"
2019-03-08,0.47,2019,8,"5"
2019-03-09,0.44,2019,9,"5"
2019-03-10,0.28,2019,10,"5"
2019-03-11,0.42,2019,11,"5"
2019-03-12,0.43,2019,12,"5"
2019-03-13,0.57,2019,13,"5"
2019-03-14,0.45,2019,14,"5"
2019-03-15,0.4,2019,15,"5"
2019-03-16,0.39,2019,16,"5"
2019-03-17,0.33,2019,17,"5"
2019-03-18,0.29,2019,18,"5"
2019-03-19,0.42,2019,19,"5"
2019-03-20,0.3,2019,20,"5"
2019-03-21,0.33,2019,21,"5"
2019-03-22,0.42,2019,22,"5"
2019-03-23,0.36,2019,23,"5"
2019-03-24,0.42,2019,24,"5"
2019-03-25,0.55,2019,25,"5"
2019-03-26,0.36,2019,26,"5"
2019-03-27,0.3,2019,27,"5"
2019-03-28,0.39,2019,28,"5"
2019-03-29,0.39,2019,29,"5"
2019-03-30,0.32,2019,30,"5"
2019-03-31,0.32,2019,31,"5"
2019-04-01,0.29,2019,1,"5"
2019-04-02,0.36,2019,2,"5"
2019-04-03,0.42,2019,3,"5"
2019-04-04,0.42,2019,4,"5"
2019-04-05,0.39,2019,5,"5"
2019-04-06,0.41,2019,6,"5"
2019-04-07,0.36,2019,7,"5"
2019-04-08,0.43,2019,8,"5"
2019-04-09,0.27,2019,9,"5"
2019-04-10,0.34,2019,10,"5"
2019-04-11,0.29,2019,11,"5"
2019-04-12,0.48,2019,12,"5"
2019-04-13,0.39,2019,13,"5"
2019-04-14,0.29,2019,14,"5"
2019-04-15,0.5,2019,15,"5"
2019-04-16,0.25,2019,16,"5"
2019-04-17,0.26,2019,17,"5"
2019-04-18,0.46,2019,18,"5"
2019-04-19,0.29,2019,19,"5"
2019-04-20,0.35,2019,20,"5"
2019-04-21,0.45,2019,21,"5"
2019-04-22,0.2,2019,22,"5"
2019-04-23,0.23,2019,23,"5"
2019-04-24,0.25,2019,24,"5"
2019-04-25,0.37,2019,25,"5"
2019-04-26,0.46,2019,26,"5"
2019-04-27,0.39,2019,27,"5"
2019-04-28,0.35,2019,28,"5"
2019-04-29,0.41,2019,29,"5"
2019-04-30,0.3,2019,30,"5"
2019-05-01,0.4,2019,1,"5"
2019-05-02,0.4,2019,2,"5"
2019-05-03,0.35,2019,3,"5"
2019-05-04,0.23,2019,4,"5"
2019-05-05,0.38,2019,5,"5"
2019-05-06,0.31,2019,6,"5"
2019-05-07,0.44,2019,7,"5"
2019-05-08,0.46,2019,8,"5"
2019-05-09,0.45,2019,9,"5"
2019-05-10,0.55,2019,10,"5"
2019-05-11,0.4,2019,11,"5"
2019-05-12,0.57,2019,12,"5"
2019-05-13,0.5,2019,13,"5"
2019-05-14,0.38,2019,14,"5"
2019-05-15,0.51,2019,15,"5"
2019-05-16,0.31,2019,16,"5"
2019-05-17,0.42,2019,17,"5"
2019-05-18,0.35,2019,18,"5"
2019-05-19,0.37,2019,19,"5"
2019-05-20,0.5,2019,20,"5"
2019-05-21,0.38,2019,21,"5"
2019-05-22,0.27,2019,22,"5"
2019-05-23,0.41,2019,23,"5"
2019-05-24,0.28,2019,24,"5"
2019-05-25,0.35,2019,25,"5"
2019-05-26,0.38,2019,26,"5"
2019-05-27,0.32,2019,27,"5"
2019-05-28,0.38,2019,28,"5"
2019-05-29,0.39,2019,29,"5"
2019-05-30,0.35,2019,30,"5"
2019-05-31,0.49,2019,31,"5"
2019-06-01,0.46,2019,1,"5"
2019-06-02,0.45,2019,2,"5"
2019-06-03,0.29,2019,3,"5"
2019-06-04,0.4,2019,4,"5"
2019-06-05,0.34,2019,5,"5"
2019-06-06,0.49,2019,6,"5"
2019-06-07,0.31,2019,7,"5"
2019-06-08,0.43,2019,8,"5"
2019-06-09,0.45,2019,9,"5"
2019-06-10,0.49,2019,10,"5"
2019-06-11,0.29,2019,11,"5"
2019-06-12,0.38,2019,12,"5"
2019-06-13,0.3,2019,13,"5"
2019-06-14,0.48,2019,14,"5"
2019-06-15,0.42,2019,15,"5"
2019-06-16,0.39,2019,16,"5"
2019-06-17,0.36,2019,17,"5"
2019-06-18,0.56,2019,18,"5"
2019-06-19,0.38,2019,19,"5"
2019-06-20,0.25,2019,20,"5"
2019-06-21,0.36,2019,21,"5"
2019-06-22,0.32,2019,22,"5"
2019-06-23,0.2,2019,23,"5"
2019-06-24,0.35,2019,24,"5"
2019-06-25,0.18,2019,25,"5"
2019-06-26,0.27,2019,26,"5"
2019-06-27,0.48,2019,27,"5"
2019-06-28,0.26,2019,28,"5"
2019-06-29,0.45,2019,29,"5"
2019-06-30,0.44,2019,30,"5"
2019-07-01,0.3,2019,1,"5"
2019-07-02,0.48,2019,2,"5"
2019-07-03,0.31,2019,3,"5"
2019-07-04,0.3,2019,4,"5"
2019-07-05,0.39,2019,5,"5"
2019-07-06,0.48,2019,6,"5"
2019-07-07,0.45,2019,7,"5"
2019-07-08,0.45,2019,8,"5"
2019-07-09,0.51,2019,9,"5"
2019-07-10,0.56,2019,10,"5"
2019-07-11,0.33,2019,11,"5"
2019-07-12,0.31,2019,12,"5"
2019-07-13,0.57,2019,13,"5"
2019-07-14,0.35,2019,14,"5"
2019-07-15,0.28,2019,15,"5"
2019-07-16,0.36,2019,16,"5"
2019-07-17,0.27,2019,17,"5"
2019-07-18,0.22,2019,18,"5"
2019-07-19,0.48,2019,19,"5"
2019-07-20,0.34,2019,20,"5"
2019-07-21,0.36,2019,21,"5"
2019-07-22,0.29,2019,22,"5"
2019-07-23,0.32,2019,23,"5"
2019-07-24,0.49,2019,24,"5"
2019-07-25,0.01,2019,25,"5"
2019-07-26,0.34,2019,26,"5"
2019-07-27,0.33,2019,27,"5"
2019-07-28,0.25,2019,28,"5"
2019-07-29,0.37,2019,29,"5"
2019-07-30,0.22,2019,30,"5"
2019-07-31,0.3,2019,31,"5"
2019-08-01,0.33,2019,1,"5"
2019-08-02,0.33,2019,2,"5"
2019-08-03,0.33,2019,3,"5"
2019-08-04,0.36,2019,4,"5"
2019-08-05,0.34,2019,5,"5"
2019-08-06,0.33,2019,6,"5"
2019-08-07,0.32,2019,7,"5"
2019-08-08,0.33,2019,8,"5"
2019-08-09,0.37,2019,9,"5"
2019-08-10,0.4,2019,10,"5"
2019-08-11,0.42,2019,11,"5"
2019-08-12,0.4,2019,12,"5"
2019-08-13,0.36,2019,13,"5"
2019-08-14,0.37,2019,14,"5"
2019-08-15,0.36,2019,15,"5"
2019-08-16,0.56,2019,16,"5"
2019-08-17,0.49,2019,17,"5"
2019-08-18,0.43,2019,18,"5"
2019-08-19,0.45,2019,19,"5"
2019-08-20,0.36,2019,20,"5"
2019-08-21,0.46,2019,21,"5"
2019-08-22,0.33,2019,22,"5"
2019-08-23,0.46,2019,23,"5"
2019-08-24,0.31,2019,24,"5"
2019-08-25,0.36,2019,25,"5"
2019-08-26,0.37,2019,26,"5"
2019-08-27,0.41,2019,27,"5"
2019-08-28,0.49,2019,28,"5"
2019-08-29,0.49,2019,29,"5"
2019-08-30,0.43,2019,30,"5"
2019-08-31,0.38,2019,31,"5"
2019-09-01,0.43,2019,1,"5"
2019-09-02,0.43,2019,2,"5"
2019-09-03,0.39,2019,3,"5"
2019-09-04,0.29,2019,4,"5"
2019-09-05,0.34,2019,5,"5"
2019-09-06,0.42,2019,6,"5"
2019-09-07,0.37,2019,7,"5"
2019-09-08,0.38,2019,8,"5"
2019-09-09,0.29,2019,9,"5"
2019-09-10,0.37,2019,10,"5"
2019-09-11,0.33,2019,11,"5"
2019-09-12,0.41,2019,12,"5"
2019-09-13,0.44,2019,13,"5"
2019-09-14,0.36,2019,14,"5"
2019-09-15,0.45,2019,15,"5"
2019-09-16,0.31,2019,16,"5"
2019-09-17,0.31,2019,17,"5"
2019-09-18,0.43,2019,18,"5"
2019-09-19,0.44,2019,19,"5"
2019-09-20,0.27,2019,20,"5"
2019-09-21,0.38,2019,21,"5"
2019-09-22,0.35,2019,22,"5"
2019-09-23,0.27,2019,23,"5"
2019-09-24,0.37,2019,24,"5"
2019-09-25,0.39,2019,25,"5"
2019-09-26,0.53,2019,26,"5"
2019-09-27,0.26,2019,27,"5"
2019-09-28,0.36,2019,28,"5"
2019-09-29,0.41,2019,29,"5"
2019-09-30,0.42,2019,30,"5"
2019-10-01,0.49,2019,1,"5"
2019-10-02,0.28,2019,2,"5"
2019-10-03,0.35,2019,3,"5"
2019-10-04,0.38,2019,4,"5"
2019-10-05,0.29,2019,5,"5"
2019-10-06,0.45,2019,6,"5"
2019-10-07,0.41,2019,7,"5"
2019-10-08,0.4,2019,8,"5"
2019-10-09,0.27,2019,9,"5"
2019-10-10,0.25,2019,10,"5"
2019-10-11,0.45,2019,11,"5"
2019-10-12,0.42,2019,12,"5"
2019-10-13,0.38,2019,13,"5"
2019-10-14,0.39,2019,14,"5"
2019-10-15,0.33,2019,15,"5"
2019-10-16,0.32,2019,16,"5"
2019-10-17,0.28,2019,17,"5"
2019-10-18,0.46,2019,18,"5"
2019-10-19,0.33,2019,19,"5"
2019-10-20,0.44,2019,20,"5"
2019-10-21,0.39,2019,21,"5"
2019-10-22,0.29,2019,22,"5"
2019-10-23,0.4,2019,23,"5"
2019-10-24,0.32,2019,24,"5"
2019-10-25,0.34,2019,25,"5"
2019-10-26,0.35,2019,26,"5"
2019-10-27,0.47,2019,27,"5"
2019-10-28,0.26,2019,28,"5"
2019-10-29,0.22,2019,29,"5"
2019-10-30,0.44,2019,30,"5"
2019-10-31,0.51,2019,31,"5"
2019-11-01,0.45,2019,1,"5"
2019-11-02,0.41,2019,2,"5"
2019-11-03,0.34,2019,3,"5"
2019-11-04,0.36,2019,4,"5"
2019-11-05,0.44,2019,5,"5"
2019-11-06,0.34,2019,6,"5"
2019-11-07,0.53,2019,7,"5"
2019-11-08,0.33,2019,8,"5"
2019-11-09,0.26,2019,9,"5"
2019-11-10,0.2,2019,10,"5"
2019-11-11,0.3,2019,11,"5"
2019-11-12,0.45,2019,12,"5"
2019-11-13,0.32,2019,13,"5"
2019-11-14,0.27,2019,14,"5"
2019-11-15,0.17,2019,15,"5"
2019-11-16,0.41,2019,16,"5"
2019-11-17,0.61,2019,17,"5"
2019-11-18,0.12,2019,18,"5"
2019-11-19,-0.13,2019,19,"5"
2019-11-20,0.24,2019,20,"5"
2019-11-21,0.28,2019,21,"5"
2019-11-22,0.32,2019,22,"5"
2019-11-23,0.41,2019,23,"5"
2019-11-24,0.32,2019,24,"5"
2019-11-25,0.24,2019,25,"5"
2019-11-26,0.33,2019,26,"5"
2019-11-27,0.13,2019,27,"5"
2019-11-28,0.49,2019,28,"5"
2019-11-29,0.2,2019,29,"5"
2019-11-30,0.31,2019,30,"5"
2019-12-01,0.25,2019,1,"5"
2019-12-02,0.4,2019,2,"5"
2019-12-03,0.25,2019,3,"5"
2019-12-04,0.39,2019,4,"5"
2019-12-05,0.23,2019,5,"5"
2019-12-06,0.27,2019,6,"5"
2019-12-07,0.24,2019,7,"5"
2019-12-08,0.38,2019,8,"5"
2019-12-09,0.15,2019,9,"5"
2019-12-10,0.41,2019,10,"5"
2019-12-11,0.33,2019,11,"5"
2019-12-12,0.47,2019,12,"5"
2019-12-13,0.25,2019,13,"5"
2019-12-14,0.51,2019,14,"5"
2019-12-15,0.24,2019,15,"5"
2019-12-16,0.34,2019,16,"5"
2019-12-17,0.36,2019,17,"5"
2019-12-18,0.22,2019,18,"5"
2019-12-19,0.35,2019,19,"5"
2019-12-20,0.37,2019,20,"5"
2019-12-21,0.55,2019,21,"5"
2019-12-22,0.5,2019,22,"5"
2019-12-23,0.3,2019,23,"5"
2019-12-24,0.51,2019,24,"5"
2019-12-25,0.61,2019,25,"5"
2019-12-26,0.33,2019,26,"5"
2019-12-27,0.44,2019,27,"5"
2019-12-28,0.37,2019,28,"5"
2019-12-29,0.24,2019,29,"5"
2019-12-30,0.33,2019,30,"5"
2019-12-31,0.39,2019,31,"5"
2020-01-01,0.48,2020,1,"5"
2020-01-02,0.29,2020,2,"5"
2020-01-03,0.33,2020,3,"5"
2020-01-04,0.45,2020,4,"5"
2020-01-05,0.2,2020,5,"5"
2020-01-06,0.28,2020,6,"5"
2020-01-07,0.3,2020,7,"5"
2020-01-08,0.32,2020,8,"5"
2020-01-09,0.28,2020,9,"5"
2020-01-10,0.41,2020,10,"5"
2020-01-11,0.45,2020,11,"5"
2020-01-12,0.57,2020,12,"5"
2020-01-13,0.33,2020,13,"5"
2020-01-14,0.31,2020,14,"5"
2020-01-15,0.31,2020,15,"5"
2020-01-16,0.45,2020,16,"5"
2020-01-17,0.39,2020,17,"5"
2020-01-18,0.26,2020,18,"5"
2020-01-19,0.37,2020,19,"5"
2020-01-20,0.19,2020,20,"5"
2020-01-21,0.29,2020,21,"5"
2020-01-22,0.28,2020,22,"5"
2020-01-23,0.36,2020,23,"5"
2020-01-24,0.29,2020,24,"5"
2020-01-25,0.29,2020,25,"5"
2020-01-26,0.28,2020,26,"5"
2020-01-27,0.37,2020,27,"5"
2020-01-28,0.39,2020,28,"5"
2020-01-29,0.35,2020,29,"5"
2020-01-30,0.47,2020,30,"5"
2020-01-31,0.29,2020,31,"5"
2020-02-01,0.34,2020,1,"5"
2020-02-02,0.33,2020,2,"5"
2020-02-03,0.36,2020,3,"5"
2020-02-04,0.26,2020,4,"5"
2020-02-05,0.37,2020,5,"5"
2020-02-06,0.55,2020,6,"5"
2020-02-07,0.28,2020,7,"5"
2020-02-08,0.32,2020,8,"5"
2020-02-09,0.35,2020,9,"5"
2020-02-10,0.32,2020,10,"5"
2020-02-11,0.29,2020,11,"5"
2020-02-12,0.51,2020,12,"5"
2020-02-13,0.4,2020,13,"5"
2020-02-14,0.25,2020,14,"5"
2020-02-15,0.38,2020,15,"5"
2020-02-16,0.2,2020,16,"5"
2020-02-17,0.27,2020,17,"5"
2020-02-18,0.49,2020,18,"5"
2020-02-19,0.26,2020,19,"5"
2020-02-20,0.29,2020,20,"5"
2020-02-21,0.25,2020,21,"5"
2020-02-22,0.22,2020,22,"5"
2020-02-23,0.32,2020,23,"5"
2020-02-24,0.21,2020,24,"5"
2020-02-25,0.43,2020,25,"5"
2020-02-26,0.38,2020,26,"5"
2020-02-27,0.23,2020,27,"5"
2020-02-28,0.14,2020,28,"5"
2020-02-29,0.17,2020,29,"5"
2020-03-01,0.14,2020,1,"5"
2020-03-02,0.16,2020,2,"5"
2020-03-03,0.19,2020,3,"5"
2020-03-04,0.24,2020,4,"5"
2020-03-05,0.16,2020,5,"5"
2020-03-06,0.16,2020,6,"5"
2020-03-07,0.33,2020,7,"5"
2020-03-08,0.31,2020,8,"5"
2020-03-09,0.41,2020,9,"5"
2020-03-10,0.23,2020,10,"5"
2020-03-11,0.28,2020,11,"5"
2020-03-12,0.3,2020,12,"5"
2020-03-13,0.13,2020,13,"5"
2020-03-14,0.29,2020,14,"5"
2020-03-15,0.37,2020,15,"5"
2020-03-16,0.43,2020,16,"5"
2020-03-17,0.4,2020,17,"5"
2020-03-18,0.32,2020,18,"5"
2020-03-19,0.37,2020,19,"5"
2020-03-20,0.46,2020,20,"5"
2020-03-21,0.35,2020,21,"5"
2020-03-22,0.24,2020,22,"5"
2020-03-23,0.25,2020,23,"5"
2020-03-24,0.12,2020,24,"5"
2020-03-25,0.54,2020,25,"5"
2020-03-26,0.62,2020,26,"5"
2020-03-27,0.39,2020,27,"5"
2020-03-28,0.19,2020,28,"5"
2020-03-29,0.5,2020,29,"5"
2020-03-30,0.51,2020,30,"5"
2020-03-31,0.33,2020,31,"5"
2020-04-01,0.06,2020,1,"5"
2020-04-02,0.34,2020,2,"5"
2020-04-03,0.41,2020,3,"5"
2020-04-04,0.05,2020,4,"5"
2020-04-05,0.41,2020,5,"5"
2020-04-06,0.25,2020,6,"5"
2020-04-07,0.43,2020,7,"5"
2020-04-08,0.25,2020,8,"5"
2020-04-09,0.45,2020,9,"5"
2020-04-10,0.23,2020,10,"5"
2020-04-11,0.33,2020,11,"5"
2020-04-12,0.15,2020,12,"5"
2020-04-13,0.54,2020,13,"5"
2020-04-14,0.33,2020,14,"5"
2020-04-15,0.38,2020,15,"5"
2020-04-16,0.33,2020,16,"5"
2020-04-17,0.58,2020,17,"5"
2020-04-18,0.19,2020,18,"5"
2020-04-19,0.36,2020,19,"5"
2020-04-20,0.1,2020,20,"5"
2020-04-21,0.27,2020,21,"5"
2020-04-22,0.25,2020,22,"5"
2020-04-23,0.43,2020,23,"5"
2020-04-24,0.52,2020,24,"5"
2020-04-25,0.28,2020,25,"5"
2020-04-26,0.09,2020,26,"5"
2020-04-27,0.26,2020,27,"5"
2020-04-28,0.04,2020,28,"5"
2020-04-29,0.46,2020,29,"5"
2020-04-30,0.36,2020,30,"5"
2020-05-01,0.19,2020,1,"5"
2020-05-02,0.26,2020,2,"5"
2020-05-03,0.33,2020,3,"5"
2020-05-04,0.28,2020,4,"5"
2020-05-05,0.35,2020,5,"5"
2020-05-06,0.27,2020,6,"5"
2020-05-07,0.36,2020,7,"5"
2020-05-08,0.35,2020,8,"5"
2020-05-09,0.31,2020,9,"5"
2020-05-10,0.5,2020,10,"5"
2020-05-11,0.3,2020,11,"5"
2020-05-12,0.35,2020,12,"5"
2020-05-13,0.2,2020,13,"5"
2020-05-14,0.35,2020,14,"5"
2020-05-15,0.36,2020,15,"5"
2020-05-16,0.24,2020,16,"5"
2020-05-17,0.18,2020,17,"5"
2020-05-18,0.2,2020,18,"5"
2020-05-19,0.27,2020,19,"5"
2020-05-20,0.05,2020,20,"5"
2020-05-21,0.24,2020,21,"5"
2020-05-22,0.35,2020,22,"5"
2020-05-23,0.34,2020,23,"5"
2020-05-24,0.26,2020,24,"5"
2020-05-25,0.36,2020,25,"5"
2020-05-26,0.48,2020,26,"5"
2020-05-27,0.3,2020,27,"5"
2020-05-28,0.08,2020,28,"5"
2020-05-29,0.23,2020,29,"5"
2020-05-30,0.25,2020,30,"5"
2020-05-31,0.1,2020,31,"5"
2020-06-01,0.38,2020,1,"5"
2020-06-02,0.26,2020,2,"5"
2020-06-03,0.35,2020,3,"5"
2020-06-04,0.33,2020,4,"5"
2020-06-05,0.16,2020,5,"5"
2020-06-06,0.35,2020,6,"5"
2020-06-07,0.31,2020,7,"5"
2020-06-08,0.43,2020,8,"5"
2020-06-09,0.35,2020,9,"5"
2020-06-10,0.14,2020,10,"5"
2020-06-11,0.25,2020,11,"5"
2020-06-12,0.19,2020,12,"5"
2020-06-13,0.19,2020,13,"5"
2020-06-14,0.3,2020,14,"5"
2020-06-15,0.45,2020,15,"5"
2016-06-15,0.47,2016,15,"6"
2016-06-16,0.38,2016,16,"6"
2016-06-17,0.34,2016,17,"6"
2016-06-18,0.23,2016,18,"6"
2016-06-19,0.51,2016,19,"6"
2016-06-20,0.38,2016,20,"6"
2016-06-21,0.39,2016,21,"6"
2016-06-22,0.29,2016,22,"6"
2016-06-23,0.39,2016,23,"6"
2016-06-24,0.36,2016,24,"6"
2016-06-25,0.42,2016,25,"6"
2016-06-26,0.54,2016,26,"6"
2016-06-27,0.34,2016,27,"6"
2016-06-28,0.37,2016,28,"6"
2016-06-29,0.45,2016,29,"6"
2016-06-30,0.46,2016,30,"6"
2016-07-01,0.39,2016,1,"6"
2016-07-02,0.4,2016,2,"6"
2016-07-03,0.31,2016,3,"6"
2016-07-04,0.33,2016,4,"6"
2016-07-05,0.4,2016,5,"6"
2016-07-06,0.36,2016,6,"6"
2016-07-07,0.46,2016,7,"6"
2016-07-08,0.35,2016,8,"6"
2016-07-09,0.41,2016,9,"6"
2016-07-10,0.38,2016,10,"6"
2016-07-11,0.52,2016,11,"6"
2016-07-12,0.24,2016,12,"6"
2016-07-13,0.4,2016,13,"6"
2016-07-14,0.29,2016,14,"6"
2016-07-15,0.31,2016,15,"6"
2016-07-16,0.47,2016,16,"6"
2016-07-17,0.38,2016,17,"6"
2016-07-18,0.37,2016,18,"6"
2016-07-19,0.44,2016,19,"6"
2016-07-20,0.56,2016,20,"6"
2016-07-21,0.39,2016,21,"6"
2016-07-22,0.28,2016,22,"6"
2016-07-23,0.37,2016,23,"6"
2016-07-24,0.39,2016,24,"6"
2016-07-25,0.44,2016,25,"6"
2016-07-26,0.42,2016,26,"6"
2016-07-27,0.41,2016,27,"6"
2016-07-28,0.33,2016,28,"6"
2016-07-29,0.3,2016,29,"6"
2016-07-30,0.33,2016,30,"6"
2016-07-31,0.4,2016,31,"6"
2016-08-01,0.37,2016,1,"6"
2016-08-02,0.42,2016,2,"6"
2016-08-03,0.27,2016,3,"6"
2016-08-04,0.36,2016,4,"6"
2016-08-05,0.21,2016,5,"6"
2016-08-06,0.24,2016,6,"6"
2016-08-07,0.31,2016,7,"6"
2016-08-08,0.37,2016,8,"6"
2016-08-09,0.29,2016,9,"6"
2016-08-10,0.4,2016,10,"6"
2016-08-11,0.36,2016,11,"6"
2016-08-12,0.21,2016,12,"6"
2016-08-13,0.36,2016,13,"6"
2016-08-14,0.28,2016,14,"6"
2016-08-15,0.29,2016,15,"6"
2016-08-16,0.37,2016,16,"6"
2016-08-17,0.36,2016,17,"6"
2016-08-18,0.36,2016,18,"6"
2016-08-19,0.4,2016,19,"6"
2016-08-20,0.36,2016,20,"6"
2016-08-21,0.31,2016,21,"6"
2016-08-22,0.35,2016,22,"6"
2016-08-23,0.4,2016,23,"6"
2016-08-24,0.3,2016,24,"6"
2016-08-25,0.31,2016,25,"6"
2016-08-26,0.33,2016,26,"6"
2016-08-27,0.27,2016,27,"6"
2016-08-28,0.35,2016,28,"6"
2016-08-29,0.32,2016,29,"6"
2016-08-30,0.45,2016,30,"6"
2016-08-31,0.35,2016,31,"6"
2016-09-01,0.42,2016,1,"6"
2016-09-02,0.46,2016,2,"6"
