"day_cut","stars","year","day","app"
2016-06-16,4.42857142857143,2016,16,"6"
2016-06-17,4.16666666666667,2016,17,"6"
2016-06-18,4.3,2016,18,"6"
2016-06-19,4.3448275862069,2016,19,"6"
2016-06-20,4.36666666666667,2016,20,"6"
2016-06-21,4.73684210526316,2016,21,"6"
2016-06-22,4.33333333333333,2016,22,"6"
2016-06-23,4.04166666666667,2016,23,"6"
2016-06-24,4.5625,2016,24,"6"
2016-06-25,4.03846153846154,2016,25,"6"
2016-06-26,4.76923076923077,2016,26,"6"
2016-06-27,4.36111111111111,2016,27,"6"
2016-06-28,4.63265306122449,2016,28,"6"
2016-06-29,4.5,2016,29,"6"
2016-06-30,4.66666666666667,2016,30,"6"
2016-07-01,4.28571428571429,2016,1,"6"
2016-07-02,4.41666666666667,2016,2,"6"
2016-07-03,4.35294117647059,2016,3,"6"
2016-07-04,4.42307692307692,2016,4,"6"
2016-07-05,4.5,2016,5,"6"
2016-07-06,4.3,2016,6,"6"
2016-07-07,4.7,2016,7,"6"
2016-07-08,4.20408163265306,2016,8,"6"
2016-07-09,4.68965517241379,2016,9,"6"
2016-07-10,4.73913043478261,2016,10,"6"
2016-07-11,4.90909090909091,2016,11,"6"
2016-07-12,4.73333333333333,2016,12,"6"
2016-07-13,4.625,2016,13,"6"
2016-07-14,3.9375,2016,14,"6"
2016-07-15,4.43478260869565,2016,15,"6"
2016-07-16,4.61904761904762,2016,16,"6"
2016-07-17,4.6875,2016,17,"6"
2016-07-18,4.64705882352941,2016,18,"6"
2016-07-19,4.56521739130435,2016,19,"6"
2016-07-20,4.64705882352941,2016,20,"6"
2016-07-21,4.83333333333333,2016,21,"6"
2016-07-22,4.17647058823529,2016,22,"6"
2016-07-23,4.12962962962963,2016,23,"6"
2016-07-24,4.47222222222222,2016,24,"6"
2016-07-25,4.48717948717949,2016,25,"6"
2016-07-26,4.57777777777778,2016,26,"6"
2016-07-27,4.48148148148148,2016,27,"6"
2016-07-28,4.15,2016,28,"6"
2016-07-29,4.26086956521739,2016,29,"6"
2016-07-30,4.57692307692308,2016,30,"6"
2016-07-31,4.68181818181818,2016,31,"6"
2016-08-01,4.28,2016,1,"6"
2016-08-02,4.82142857142857,2016,2,"6"
2016-08-03,4.58333333333333,2016,3,"6"
2016-08-04,4.59090909090909,2016,4,"6"
2016-08-05,4.26086956521739,2016,5,"6"
2016-08-06,4.55,2016,6,"6"
2016-08-07,4.15384615384615,2016,7,"6"
2016-08-08,4.10526315789474,2016,8,"6"
2016-08-09,4.23809523809524,2016,9,"6"
2016-08-10,4.42857142857143,2016,10,"6"
2016-08-11,4.30434782608696,2016,11,"6"
2016-08-12,4.26315789473684,2016,12,"6"
2016-08-13,4.44827586206897,2016,13,"6"
2016-08-14,4.27777777777778,2016,14,"6"
2016-08-15,4.34615384615385,2016,15,"6"
2016-08-16,4.29166666666667,2016,16,"6"
2016-08-17,4.66666666666667,2016,17,"6"
2016-08-18,4.49230769230769,2016,18,"6"
2016-08-19,4.59615384615385,2016,19,"6"
2016-08-20,4.41666666666667,2016,20,"6"
2016-08-21,4.5609756097561,2016,21,"6"
2016-08-22,4.64,2016,22,"6"
2016-08-23,4.73076923076923,2016,23,"6"
2016-08-24,4.59259259259259,2016,24,"6"
2016-08-25,4.14634146341463,2016,25,"6"
2016-08-26,4.59183673469388,2016,26,"6"
2016-08-27,4.19047619047619,2016,27,"6"
2016-08-28,4.22222222222222,2016,28,"6"
2016-08-29,4.43333333333333,2016,29,"6"
2016-08-30,4.77981651376147,2016,30,"6"
2016-08-31,4.4390243902439,2016,31,"6"
2016-09-01,4.40909090909091,2016,1,"6"
2016-09-02,4.83870967741935,2016,2,"6"
2016-09-03,4.62857142857143,2016,3,"6"
2016-09-04,4.76,2016,4,"6"
2016-09-05,4.33333333333333,2016,5,"6"
2016-09-06,4.47826086956522,2016,6,"6"
2016-09-07,4.30434782608696,2016,7,"6"
2016-09-08,4.86363636363636,2016,8,"6"
2016-09-09,4.5,2016,9,"6"
2016-09-10,4.58064516129032,2016,10,"6"
2016-09-11,4.65714285714286,2016,11,"6"
2016-09-12,4.68571428571429,2016,12,"6"
2016-09-13,4.81481481481481,2016,13,"6"
2016-09-14,4.47826086956522,2016,14,"6"
2016-09-15,4.51428571428571,2016,15,"6"
2016-09-16,4.4,2016,16,"6"
2016-09-17,4.62222222222222,2016,17,"6"
2016-09-18,4.52777777777778,2016,18,"6"
2016-09-19,4.66666666666667,2016,19,"6"
2016-09-20,4.36,2016,20,"6"
2016-09-21,4.38709677419355,2016,21,"6"
2016-09-22,4.66666666666667,2016,22,"6"
2016-09-23,4.56666666666667,2016,23,"6"
2016-09-24,4.13793103448276,2016,24,"6"
2016-09-25,4.21428571428571,2016,25,"6"
2016-09-26,4.68,2016,26,"6"
2016-09-27,4.5,2016,27,"6"
2016-09-28,4.5,2016,28,"6"
2016-09-29,4.69230769230769,2016,29,"6"
2016-09-30,4.48333333333333,2016,30,"6"
2016-10-01,4.54545454545455,2016,1,"6"
2016-10-02,4.45,2016,2,"6"
2016-10-03,4.63333333333333,2016,3,"6"
2016-10-04,4.87096774193548,2016,4,"6"
2016-10-05,4.96666666666667,2016,5,"6"
2016-10-06,4.625,2016,6,"6"
2016-10-07,4.63333333333333,2016,7,"6"
2016-10-08,4.7,2016,8,"6"
2016-10-09,4.46341463414634,2016,9,"6"
2016-10-10,4.72222222222222,2016,10,"6"
2016-10-11,4.33333333333333,2016,11,"6"
2016-10-12,4.78260869565217,2016,12,"6"
2016-10-13,4.70833333333333,2016,13,"6"
2016-10-14,4.85714285714286,2016,14,"6"
2016-10-15,4.61111111111111,2016,15,"6"
2016-10-16,4.60869565217391,2016,16,"6"
2016-10-17,4.72222222222222,2016,17,"6"
2016-10-18,4.45454545454545,2016,18,"6"
2016-10-19,4.88235294117647,2016,19,"6"
2016-10-20,4.44,2016,20,"6"
2016-10-21,4.5,2016,21,"6"
2016-10-22,4.47826086956522,2016,22,"6"
2016-10-23,4.85294117647059,2016,23,"6"
2016-10-24,4.47368421052632,2016,24,"6"
2016-10-25,4.4390243902439,2016,25,"6"
2016-10-26,4.59677419354839,2016,26,"6"
2016-10-27,4.24137931034483,2016,27,"6"
2016-10-28,4.8695652173913,2016,28,"6"
2016-10-29,4.57692307692308,2016,29,"6"
2016-10-30,4.33333333333333,2016,30,"6"
2016-10-31,4,2016,31,"6"
2016-11-01,4.40740740740741,2016,1,"6"
2016-11-02,4.64705882352941,2016,2,"6"
2016-11-03,4.43333333333333,2016,3,"6"
2016-11-04,4.59259259259259,2016,4,"6"
2016-11-05,4.72413793103448,2016,5,"6"
2016-11-06,4.27777777777778,2016,6,"6"
2016-11-07,4.34782608695652,2016,7,"6"
2016-11-08,4.59259259259259,2016,8,"6"
2016-11-09,4.64516129032258,2016,9,"6"
2016-11-10,4.5,2016,10,"6"
2016-11-11,3.875,2016,11,"6"
2016-11-12,4.3448275862069,2016,12,"6"
2016-11-13,4.75,2016,13,"6"
2016-11-14,4.66666666666667,2016,14,"6"
2016-11-15,4.69230769230769,2016,15,"6"
2016-11-16,4.02222222222222,2016,16,"6"
2016-11-17,4.22222222222222,2016,17,"6"
2016-11-18,4.25,2016,18,"6"
2016-11-19,4.47368421052632,2016,19,"6"
2016-11-20,4.47222222222222,2016,20,"6"
2016-11-21,4.7037037037037,2016,21,"6"
2016-11-22,4.53571428571429,2016,22,"6"
2016-11-23,4.14285714285714,2016,23,"6"
2016-11-24,4.47826086956522,2016,24,"6"
2016-11-25,4.73684210526316,2016,25,"6"
2016-11-26,4.93333333333333,2016,26,"6"
2016-11-27,4.61538461538461,2016,27,"6"
2016-11-28,4.62962962962963,2016,28,"6"
2016-11-29,4.16,2016,29,"6"
2016-11-30,4.70588235294118,2016,30,"6"
2016-12-01,4.44444444444444,2016,1,"6"
2016-12-02,4.57894736842105,2016,2,"6"
2016-12-03,4.47222222222222,2016,3,"6"
2016-12-04,4.05,2016,4,"6"
2016-12-05,4.8,2016,5,"6"
2016-12-06,4.58620689655172,2016,6,"6"
2016-12-07,4.48780487804878,2016,7,"6"
2016-12-08,4.5,2016,8,"6"
2016-12-09,4.61538461538461,2016,9,"6"
2016-12-10,4.32432432432432,2016,10,"6"
2016-12-11,4.59375,2016,11,"6"
2016-12-12,4.39393939393939,2016,12,"6"
2016-12-13,4.63333333333333,2016,13,"6"
2016-12-14,4.46875,2016,14,"6"
2016-12-15,4.63157894736842,2016,15,"6"
2016-12-16,4.76923076923077,2016,16,"6"
2016-12-17,4.24137931034483,2016,17,"6"
2016-12-18,4.78787878787879,2016,18,"6"
2016-12-19,4.44444444444444,2016,19,"6"
2016-12-20,4.63888888888889,2016,20,"6"
2016-12-21,4.53846153846154,2016,21,"6"
2016-12-22,4.64,2016,22,"6"
2016-12-23,4.44444444444444,2016,23,"6"
2016-12-24,4.58064516129032,2016,24,"6"
2016-12-25,4.35294117647059,2016,25,"6"
2016-12-26,4.15384615384615,2016,26,"6"
2016-12-27,4.46,2016,27,"6"
2016-12-28,4.50943396226415,2016,28,"6"
2016-12-29,4.68,2016,29,"6"
2016-12-30,4.475,2016,30,"6"
2016-12-31,4.7,2016,31,"6"
2017-01-01,4.63333333333333,2017,1,"6"
2017-01-02,4.475,2017,2,"6"
2017-01-03,4.58904109589041,2017,3,"6"
2017-01-04,4.64705882352941,2017,4,"6"
2017-01-05,4.58333333333333,2017,5,"6"
2017-01-06,4.48571428571429,2017,6,"6"
2017-01-07,4.15384615384615,2017,7,"6"
2017-01-08,4.36363636363636,2017,8,"6"
2017-01-09,4.6969696969697,2017,9,"6"
2017-01-10,4.78125,2017,10,"6"
2017-01-11,4.55555555555556,2017,11,"6"
2017-01-12,4.54166666666667,2017,12,"6"
2017-01-13,4.60714285714286,2017,13,"6"
2017-01-14,4.34782608695652,2017,14,"6"
2017-01-15,4.76923076923077,2017,15,"6"
2017-01-16,4.29166666666667,2017,16,"6"
2017-01-17,4.46666666666667,2017,17,"6"
2017-01-18,4.77777777777778,2017,18,"6"
2017-01-19,4.84210526315789,2017,19,"6"
2017-01-20,4.45833333333333,2017,20,"6"
2017-01-21,4.8695652173913,2017,21,"6"
2017-01-22,4.28571428571429,2017,22,"6"
2017-01-23,4.22222222222222,2017,23,"6"
2017-01-24,4.58333333333333,2017,24,"6"
2017-01-25,4.47619047619048,2017,25,"6"
2017-01-26,4.61538461538461,2017,26,"6"
2017-01-27,4.30769230769231,2017,27,"6"
2017-01-28,4.69230769230769,2017,28,"6"
2017-01-29,4,2017,29,"6"
2017-01-30,4.70175438596491,2017,30,"6"
2017-01-31,4.74603174603175,2017,31,"6"
2017-02-01,4.48837209302326,2017,1,"6"
2017-02-02,4.52941176470588,2017,2,"6"
2017-02-03,4.64285714285714,2017,3,"6"
2017-02-04,4.77272727272727,2017,4,"6"
2017-02-05,4.45454545454545,2017,5,"6"
2017-02-06,4.25714285714286,2017,6,"6"
2017-02-07,4.7037037037037,2017,7,"6"
2017-02-08,4.84848484848485,2017,8,"6"
2017-02-09,4.76470588235294,2017,9,"6"
2017-02-10,4.64,2017,10,"6"
2017-02-11,4.80769230769231,2017,11,"6"
2017-02-12,4.63333333333333,2017,12,"6"
2017-02-13,4.53333333333333,2017,13,"6"
2017-02-14,4.5625,2017,14,"6"
2017-02-15,4.65384615384615,2017,15,"6"
2017-02-16,4.57692307692308,2017,16,"6"
2017-02-17,4.58139534883721,2017,17,"6"
2017-02-18,4.625,2017,18,"6"
2017-02-19,4.56666666666667,2017,19,"6"
2017-02-20,4.65,2017,20,"6"
2017-02-21,4.67567567567568,2017,21,"6"
2017-02-22,4.55172413793103,2017,22,"6"
2017-02-23,4.81818181818182,2017,23,"6"
2017-02-24,4.59090909090909,2017,24,"6"
2017-02-25,4.72413793103448,2017,25,"6"
2017-02-26,4.76,2017,26,"6"
2017-02-27,4.55555555555556,2017,27,"6"
2017-02-28,4.69230769230769,2017,28,"6"
2017-03-01,4.69565217391304,2017,1,"6"
2017-03-02,4.38461538461539,2017,2,"6"
2017-03-03,4.69565217391304,2017,3,"6"
2017-03-04,4.60714285714286,2017,4,"6"
2017-03-05,4.57142857142857,2017,5,"6"
2017-03-06,4.52631578947368,2017,6,"6"
2017-03-07,4.36363636363636,2017,7,"6"
2017-03-08,4.58333333333333,2017,8,"6"
2017-03-09,4.58333333333333,2017,9,"6"
2017-03-10,4.60606060606061,2017,10,"6"
2017-03-11,4.28571428571429,2017,11,"6"
2017-03-12,4.44444444444444,2017,12,"6"
2017-03-13,4.80952380952381,2017,13,"6"
2017-03-14,4.5,2017,14,"6"
2017-03-15,4.21052631578947,2017,15,"6"
2017-03-16,4.10526315789474,2017,16,"6"
2017-03-17,4.38775510204082,2017,17,"6"
2017-03-18,4.62820512820513,2017,18,"6"
2017-03-19,4.5,2017,19,"6"
2017-03-20,4.5,2017,20,"6"
2017-03-21,4.42105263157895,2017,21,"6"
2017-03-22,4.65384615384615,2017,22,"6"
2017-03-23,4.38095238095238,2017,23,"6"
2017-03-24,4.42105263157895,2017,24,"6"
2017-03-25,4.82142857142857,2017,25,"6"
2017-03-26,4.63636363636364,2017,26,"6"
2017-03-27,4.76190476190476,2017,27,"6"
2017-03-28,4.70833333333333,2017,28,"6"
2017-03-29,4.7027027027027,2017,29,"6"
2017-03-30,4.73684210526316,2017,30,"6"
2017-03-31,4.08333333333333,2017,31,"6"
2017-04-01,4.36842105263158,2017,1,"6"
2017-04-02,4.4,2017,2,"6"
2017-04-03,4.38888888888889,2017,3,"6"
2017-04-04,4.78260869565217,2017,4,"6"
2017-04-05,4.2,2017,5,"6"
2017-04-06,4.58333333333333,2017,6,"6"
2017-04-07,4.34782608695652,2017,7,"6"
2017-04-08,4.3,2017,8,"6"
2017-04-09,4.375,2017,9,"6"
2017-04-10,4.68181818181818,2017,10,"6"
2017-04-11,4.65909090909091,2017,11,"6"
2017-04-12,4.41025641025641,2017,12,"6"
2017-04-13,4.52380952380952,2017,13,"6"
2017-04-14,4.45,2017,14,"6"
2017-04-15,4.25,2017,15,"6"
2017-04-16,4.44827586206897,2017,16,"6"
2017-04-17,4.51851851851852,2017,17,"6"
2017-04-18,4.56666666666667,2017,18,"6"
2017-04-19,4.83333333333333,2017,19,"6"
2017-04-20,4.52173913043478,2017,20,"6"
2017-04-21,4.40909090909091,2017,21,"6"
2017-04-22,3.92307692307692,2017,22,"6"
2017-04-23,4.61538461538461,2017,23,"6"
2017-04-24,4.44444444444444,2017,24,"6"
2017-04-25,4.25641025641026,2017,25,"6"
2017-04-26,4.68,2017,26,"6"
2017-04-27,4.66666666666667,2017,27,"6"
2017-04-28,4.25,2017,28,"6"
2017-04-29,4.47619047619048,2017,29,"6"
2017-04-30,5,2017,30,"6"
2017-05-01,4.8,2017,1,"6"
2017-05-02,4.8,2017,2,"6"
2017-05-03,4.81818181818182,2017,3,"6"
2017-05-04,4.76470588235294,2017,4,"6"
2017-05-05,4.64285714285714,2017,5,"6"
2017-05-06,4.70588235294118,2017,6,"6"
2017-05-07,4.625,2017,7,"6"
2017-05-08,4.1,2017,8,"6"
2017-05-09,4.5,2017,9,"6"
2017-05-10,4.85714285714286,2017,10,"6"
2017-05-11,4.64285714285714,2017,11,"6"
2017-05-12,4.27272727272727,2017,12,"6"
2017-05-13,3.92857142857143,2017,13,"6"
2017-05-14,4.5,2017,14,"6"
2017-05-15,4.73333333333333,2017,15,"6"
2017-05-16,4.5,2017,16,"6"
2017-05-17,4.47619047619048,2017,17,"6"
2017-05-18,4.27272727272727,2017,18,"6"
2017-05-19,4.26666666666667,2017,19,"6"
2017-05-20,3.83333333333333,2017,20,"6"
2017-05-21,4.22727272727273,2017,21,"6"
2017-05-22,4.63636363636364,2017,22,"6"
2017-05-23,3.94444444444444,2017,23,"6"
2017-05-24,4.38888888888889,2017,24,"6"
2017-05-25,4.77272727272727,2017,25,"6"
2017-05-26,4.12,2017,26,"6"
2017-05-27,4.2,2017,27,"6"
2017-05-28,4.90909090909091,2017,28,"6"
2017-05-29,4.26315789473684,2017,29,"6"
2017-05-30,4.5,2017,30,"6"
2017-05-31,4.67088607594937,2017,31,"6"
2017-06-01,4.6,2017,1,"6"
2017-06-02,4.68421052631579,2017,2,"6"
2017-06-03,4.53846153846154,2017,3,"6"
2017-06-04,4.30769230769231,2017,4,"6"
2017-06-05,4.23076923076923,2017,5,"6"
2017-06-06,4.21428571428571,2017,6,"6"
2017-06-07,4.31818181818182,2017,7,"6"
2017-06-08,4.0625,2017,8,"6"
2017-06-09,4.9,2017,9,"6"
2017-06-10,4.70588235294118,2017,10,"6"
2017-06-11,3.9,2017,11,"6"
2017-06-12,4.5,2017,12,"6"
2017-06-13,4.8,2017,13,"6"
2017-06-14,4.70588235294118,2017,14,"6"
2017-06-15,4.93333333333333,2017,15,"6"
2017-06-16,5,2017,16,"6"
2017-06-17,4.64705882352941,2017,17,"6"
2017-06-18,4.625,2017,18,"6"
2017-06-19,3.93333333333333,2017,19,"6"
2017-06-20,4.36842105263158,2017,20,"6"
2017-06-21,4.59090909090909,2017,21,"6"
2017-06-22,4.73333333333333,2017,22,"6"
2017-06-23,4.16666666666667,2017,23,"6"
2017-06-24,4.36842105263158,2017,24,"6"
2017-06-25,4.36842105263158,2017,25,"6"
2017-06-26,5,2017,26,"6"
2017-06-27,4.68,2017,27,"6"
2017-06-28,4.69230769230769,2017,28,"6"
2017-06-29,4.91304347826087,2017,29,"6"
2017-06-30,4.78947368421053,2017,30,"6"
2017-07-01,4.67857142857143,2017,1,"6"
2017-07-02,5,2017,2,"6"
2017-07-03,4.82608695652174,2017,3,"6"
2017-07-04,4.15384615384615,2017,4,"6"
2017-07-05,4.52941176470588,2017,5,"6"
2017-07-06,4.58333333333333,2017,6,"6"
2017-07-07,4.71428571428571,2017,7,"6"
2017-07-08,4.59259259259259,2017,8,"6"
2017-07-09,4.91666666666667,2017,9,"6"
2017-07-10,4.52631578947368,2017,10,"6"
2017-07-11,4.76,2017,11,"6"
2017-07-12,4.7037037037037,2017,12,"6"
2017-07-13,4.29411764705882,2017,13,"6"
2017-07-14,4.51851851851852,2017,14,"6"
2017-07-15,4.64516129032258,2017,15,"6"
2017-07-16,4.7,2017,16,"6"
2017-07-17,4.77777777777778,2017,17,"6"
2017-07-18,4.57142857142857,2017,18,"6"
2017-07-19,5,2017,19,"6"
2017-07-20,4.18181818181818,2017,20,"6"
2017-07-21,4.71428571428571,2017,21,"6"
2017-07-22,4.76119402985075,2017,22,"6"
2017-07-23,4.76595744680851,2017,23,"6"
2017-07-24,4.63829787234043,2017,24,"6"
2017-07-25,4.42857142857143,2017,25,"6"
2017-07-26,4.74074074074074,2017,26,"6"
2017-07-27,4.8125,2017,27,"6"
2017-07-28,4.73684210526316,2017,28,"6"
2017-07-29,4.77777777777778,2017,29,"6"
2017-07-30,4.32258064516129,2017,30,"6"
2017-07-31,4.7,2017,31,"6"
2017-08-01,4.67857142857143,2017,1,"6"
2017-08-02,4.31818181818182,2017,2,"6"
2017-08-03,4.38461538461539,2017,3,"6"
2017-08-04,4.73076923076923,2017,4,"6"
2017-08-05,4.26086956521739,2017,5,"6"
2017-08-06,4.65,2017,6,"6"
2017-08-07,4.22222222222222,2017,7,"6"
2017-08-08,4.71875,2017,8,"6"
2017-08-09,4.33333333333333,2017,9,"6"
2017-08-10,4.17241379310345,2017,10,"6"
2017-08-11,4.88571428571429,2017,11,"6"
2017-08-12,4.53333333333333,2017,12,"6"
2017-08-13,4.79166666666667,2017,13,"6"
2017-08-14,4.35483870967742,2017,14,"6"
2017-08-15,4.9,2017,15,"6"
2017-08-16,4.07407407407407,2017,16,"6"
2017-08-17,4.52380952380952,2017,17,"6"
2017-08-18,4.7,2017,18,"6"
2017-08-19,4.45833333333333,2017,19,"6"
2017-08-20,4.33333333333333,2017,20,"6"
2017-08-21,4.81818181818182,2017,21,"6"
2017-08-22,4.72222222222222,2017,22,"6"
2017-08-23,4.47368421052632,2017,23,"6"
2017-08-24,4.8125,2017,24,"6"
2017-08-25,4.70588235294118,2017,25,"6"
2017-08-26,4.47826086956522,2017,26,"6"
2017-08-27,4.5,2017,27,"6"
2017-08-28,4.2,2017,28,"6"
2017-08-29,4.16666666666667,2017,29,"6"
2017-08-30,3.45,2017,30,"6"
2017-08-31,4.63157894736842,2017,31,"6"
2017-09-01,4.92857142857143,2017,1,"6"
2017-09-02,4.57142857142857,2017,2,"6"
2017-09-03,4.46153846153846,2017,3,"6"
2017-09-04,4.64,2017,4,"6"
2017-09-05,4.29411764705882,2017,5,"6"
2017-09-06,4.90909090909091,2017,6,"6"
2017-09-07,4.6,2017,7,"6"
2017-09-08,4.8125,2017,8,"6"
2017-09-09,4.84,2017,9,"6"
2017-09-10,4.33333333333333,2017,10,"6"
2017-09-11,4.07142857142857,2017,11,"6"
2017-09-12,4.67307692307692,2017,12,"6"
2017-09-13,4.78723404255319,2017,13,"6"
2017-09-14,4.58730158730159,2017,14,"6"
2017-09-15,4.68604651162791,2017,15,"6"
2017-09-16,4.7,2017,16,"6"
2017-09-17,4.84615384615385,2017,17,"6"
2017-09-18,4.83333333333333,2017,18,"6"
2017-09-19,4.66666666666667,2017,19,"6"
2017-09-20,4.63636363636364,2017,20,"6"
2017-09-21,4.2,2017,21,"6"
2017-09-22,4.90909090909091,2017,22,"6"
2017-09-23,4.58823529411765,2017,23,"6"
2017-09-24,4.78260869565217,2017,24,"6"
2017-09-25,4.28571428571429,2017,25,"6"
2017-09-26,4.77777777777778,2017,26,"6"
2017-09-27,4.04761904761905,2017,27,"6"
2017-09-28,4.42857142857143,2017,28,"6"
2017-09-29,4.65789473684211,2017,29,"6"
2017-09-30,4.63636363636364,2017,30,"6"
2017-10-01,4.33333333333333,2017,1,"6"
2017-10-02,4.96,2017,2,"6"
2017-10-03,4.77777777777778,2017,3,"6"
2017-10-04,4.55555555555556,2017,4,"6"
2017-10-05,4.82608695652174,2017,5,"6"
2017-10-06,4.60869565217391,2017,6,"6"
2017-10-07,4,2017,7,"6"
2017-10-08,4.6875,2017,8,"6"
2017-10-09,4.83333333333333,2017,9,"6"
2017-10-10,4.29411764705882,2017,10,"6"
2017-10-11,4.4,2017,11,"6"
2017-10-12,4.67857142857143,2017,12,"6"
2017-10-13,4.60526315789474,2017,13,"6"
2017-10-14,4.66666666666667,2017,14,"6"
2017-10-15,4.58333333333333,2017,15,"6"
2017-10-16,4.63636363636364,2017,16,"6"
2017-10-17,3.76470588235294,2017,17,"6"
2017-10-18,4.84615384615385,2017,18,"6"
2017-10-19,4.95,2017,19,"6"
2017-10-20,4.76470588235294,2017,20,"6"
2017-10-21,4.64705882352941,2017,21,"6"
2017-10-22,4.53333333333333,2017,22,"6"
2017-10-23,4.92307692307692,2017,23,"6"
2017-10-24,4.38461538461539,2017,24,"6"
2017-10-25,4.71428571428571,2017,25,"6"
2017-10-26,4.55555555555556,2017,26,"6"
2017-10-27,4.95652173913043,2017,27,"6"
2017-10-28,4.21739130434783,2017,28,"6"
2017-10-29,4.24137931034483,2017,29,"6"
2017-10-30,4.75,2017,30,"6"
2017-10-31,4.70769230769231,2017,31,"6"
2017-11-01,4.70149253731343,2017,1,"6"
2017-11-02,4.77922077922078,2017,2,"6"
2017-11-03,4.69014084507042,2017,3,"6"
2017-11-04,4.48780487804878,2017,4,"6"
2017-11-05,4.85714285714286,2017,5,"6"
2017-11-06,4.72413793103448,2017,6,"6"
2017-11-07,4.68,2017,7,"6"
2017-11-08,4.85,2017,8,"6"
2017-11-09,4.33333333333333,2017,9,"6"
2017-11-10,4.57894736842105,2017,10,"6"
2017-11-11,4.64705882352941,2017,11,"6"
2017-11-12,4.44,2017,12,"6"
2017-11-13,4.5,2017,13,"6"
2017-11-14,4.83333333333333,2017,14,"6"
2017-11-15,4.625,2017,15,"6"
2017-11-16,4.4,2017,16,"6"
2017-11-17,4.71875,2017,17,"6"
2017-11-18,4.75,2017,18,"6"
2017-11-19,4.78947368421053,2017,19,"6"
2017-11-20,4.52941176470588,2017,20,"6"
2017-11-21,4.91666666666667,2017,21,"6"
2017-11-22,4.46153846153846,2017,22,"6"
2017-11-23,4.6,2017,23,"6"
2017-11-24,4.66666666666667,2017,24,"6"
2017-11-25,4.16666666666667,2017,25,"6"
2017-11-26,4.77777777777778,2017,26,"6"
2017-11-27,4.57142857142857,2017,27,"6"
2017-11-28,4.58823529411765,2017,28,"6"
2017-11-29,4.6875,2017,29,"6"
2017-11-30,4.78571428571429,2017,30,"6"
2017-12-01,4.71794871794872,2017,1,"6"
2017-12-02,4.84615384615385,2017,2,"6"
2017-12-03,4.7,2017,3,"6"
2017-12-04,4.63157894736842,2017,4,"6"
2017-12-05,4.4,2017,5,"6"
2017-12-06,4.14285714285714,2017,6,"6"
2017-12-07,4.55555555555556,2017,7,"6"
2017-12-08,3.9,2017,8,"6"
2017-12-09,4.125,2017,9,"6"
2017-12-10,4.91666666666667,2017,10,"6"
2017-12-11,4.84210526315789,2017,11,"6"
2017-12-12,4.625,2017,12,"6"
2017-12-13,4.57142857142857,2017,13,"6"
2017-12-14,4.8125,2017,14,"6"
2017-12-15,4.61538461538461,2017,15,"6"
2017-12-16,3.875,2017,16,"6"
2017-12-17,4.46153846153846,2017,17,"6"
2017-12-18,4.625,2017,18,"6"
2017-12-19,4.57142857142857,2017,19,"6"
2017-12-20,4.9375,2017,20,"6"
2017-12-21,4.79310344827586,2017,21,"6"
2017-12-22,4.71111111111111,2017,22,"6"
2017-12-23,4.45714285714286,2017,23,"6"
2017-12-24,4.76190476190476,2017,24,"6"
2017-12-25,4.77272727272727,2017,25,"6"
2017-12-26,4.59701492537313,2017,26,"6"
2017-12-27,4.68421052631579,2017,27,"6"
2017-12-28,4.91666666666667,2017,28,"6"
2017-12-29,4.3,2017,29,"6"
2017-12-30,4.5,2017,30,"6"
2017-12-31,4.46153846153846,2017,31,"6"
2018-01-01,4.55555555555556,2018,1,"6"
2018-01-02,4.85714285714286,2018,2,"6"
2018-01-03,4.3,2018,3,"6"
2018-01-04,4.94117647058824,2018,4,"6"
2018-01-05,4.66666666666667,2018,5,"6"
2018-01-06,4.45454545454545,2018,6,"6"
2018-01-07,5,2018,7,"6"
2018-01-08,4.25,2018,8,"6"
2018-01-09,4.22222222222222,2018,9,"6"
2018-01-10,4.21428571428571,2018,10,"6"
2018-01-11,5,2018,11,"6"
2018-01-12,4.61538461538461,2018,12,"6"
2018-01-13,4.81818181818182,2018,13,"6"
2018-01-14,4.54545454545455,2018,14,"6"
2018-01-15,4.36363636363636,2018,15,"6"
2018-01-16,3.5,2018,16,"6"
2018-01-17,4.8125,2018,17,"6"
2018-01-18,4.82608695652174,2018,18,"6"
2018-01-19,4.66666666666667,2018,19,"6"
2018-01-20,4.8125,2018,20,"6"
2018-01-21,4.55555555555556,2018,21,"6"
2018-01-22,4.77777777777778,2018,22,"6"
2018-01-23,4.94117647058824,2018,23,"6"
2018-01-24,4.38461538461539,2018,24,"6"
2018-01-25,3.94444444444444,2018,25,"6"
2018-01-26,4.53846153846154,2018,26,"6"
2018-01-27,4.5,2018,27,"6"
2018-01-28,4.8,2018,28,"6"
2018-01-29,4.72222222222222,2018,29,"6"
2018-01-30,4.88888888888889,2018,30,"6"
2018-01-31,4.9,2018,31,"6"
2018-02-01,5,2018,1,"6"
2018-02-02,4.6551724137931,2018,2,"6"
2018-02-03,4.71428571428571,2018,3,"6"
2018-02-04,4.36842105263158,2018,4,"6"
2018-02-05,4.5,2018,5,"6"
2018-02-06,4.1,2018,6,"6"
2018-02-07,4,2018,7,"6"
2018-02-08,4.85714285714286,2018,8,"6"
2018-02-09,4.71428571428571,2018,9,"6"
2018-02-10,4.5,2018,10,"6"
2018-02-11,4.26666666666667,2018,11,"6"
