"week_cut","sentiment","year","week","app"
2018-10-29,1,2018,44,"4"
2018-11-05,0.23,2018,45,"4"
2018-11-12,0.08,2018,46,"4"
2018-11-19,0.12,2018,47,"4"
2018-11-26,0.12,2018,48,"4"
2018-12-03,-0.03,2018,49,"4"
2018-12-10,0.11,2018,50,"4"
2018-12-17,0.1,2018,51,"4"
2018-12-31,-0.01,2018,53,"4"
2019-01-07,-0.1,2019,1,"4"
2019-01-14,0.06,2019,2,"4"
2019-01-21,0.2,2019,3,"4"
2019-01-28,-0.04,2019,4,"4"
2019-02-04,0.48,2019,5,"4"
2019-02-11,-0.09,2019,6,"4"
2019-02-25,0.43,2019,8,"4"
2019-03-04,0.01,2019,9,"4"
2019-03-11,-0.22,2019,10,"4"
2019-03-18,0.35,2019,11,"4"
2019-03-25,0.03,2019,12,"4"
2019-04-01,-0.03,2019,13,"4"
2019-04-08,0.44,2019,14,"4"
2019-04-15,0,2019,15,"4"
2019-04-22,-0.29,2019,16,"4"
2019-04-29,0.19,2019,17,"4"
2019-05-06,-0.06,2019,18,"4"
2019-05-20,0.07,2019,20,"4"
2019-05-27,0.29,2019,21,"4"
2019-06-03,0.34,2019,22,"4"
2019-06-10,0.05,2019,23,"4"
2019-06-17,-0.02,2019,24,"4"
2019-06-24,0.01,2019,25,"4"
2019-07-01,0,2019,26,"4"
2019-07-08,0.06,2019,27,"4"
2019-07-15,0.09,2019,28,"4"
2019-07-22,0.23,2019,29,"4"
2019-07-29,0.24,2019,30,"4"
2019-08-05,0,2019,31,"4"
2019-08-12,-0.06,2019,32,"4"
2019-08-26,0.39,2019,34,"4"
2019-09-02,-0.01,2019,35,"4"
2019-09-09,-0.18,2019,36,"4"
2019-09-16,0.07,2019,37,"4"
2019-09-23,0.64,2019,38,"4"
2019-09-30,0,2019,39,"4"
2019-10-07,-0.15,2019,40,"4"
2019-10-14,0.01,2019,41,"4"
2019-10-21,0.38,2019,42,"4"
2019-10-28,0.31,2019,43,"4"
2019-11-04,-0.07,2019,44,"4"
2019-11-11,0.49,2019,45,"4"
2019-11-18,-0.24,2019,46,"4"
2019-11-25,1,2019,47,"4"
2019-12-09,-0.18,2019,49,"4"
2019-12-23,0.03,2019,51,"4"
2019-12-30,0.44,2019,52,"4"
2020-01-13,0.29,2020,2,"4"
2020-01-20,0,2020,3,"4"
2020-01-27,0.17,2020,4,"4"
2020-02-03,0.71,2020,5,"4"
2020-02-17,-0.19,2020,7,"4"
2020-02-24,0.11,2020,8,"4"
2020-03-02,-0.17,2020,9,"4"
2020-03-09,-0.24,2020,10,"4"
2020-03-16,0.19,2020,11,"4"
2020-04-06,0.04,2020,14,"4"
2020-04-13,0.56,2020,15,"4"
2020-04-20,0.13,2020,16,"4"
2020-04-27,-0.06,2020,17,"4"
2020-05-04,0.14,2020,18,"4"
2020-05-11,-0.15,2020,19,"4"
2020-05-18,0.3,2020,20,"4"
2020-06-01,-0.37,2020,22,"4"
2020-06-08,0.46,2020,23,"4"
2020-06-15,-0.07,2020,24,"4"
2016-06-13,0.41,2016,24,"5"
2016-06-20,0.36,2016,25,"5"
2016-06-27,0.39,2016,26,"5"
2016-07-04,0.36,2016,27,"5"
2016-07-11,0.37,2016,28,"5"
2016-07-18,0.35,2016,29,"5"
2016-07-25,0.42,2016,30,"5"
2016-08-01,0.39,2016,31,"5"
2016-08-08,0.34,2016,32,"5"
2016-08-15,0.4,2016,33,"5"
2016-08-22,0.35,2016,34,"5"
2016-08-29,0.35,2016,35,"5"
2016-09-05,0.38,2016,36,"5"
2016-09-12,0.42,2016,37,"5"
2016-09-19,0.37,2016,38,"5"
2016-09-26,0.35,2016,39,"5"
2016-10-03,0.4,2016,40,"5"
2016-10-10,0.39,2016,41,"5"
2016-10-17,0.37,2016,42,"5"
2016-10-24,0.36,2016,43,"5"
2016-10-31,0.42,2016,44,"5"
2016-11-07,0.43,2016,45,"5"
2016-11-14,0.42,2016,46,"5"
2016-11-21,0.44,2016,47,"5"
2016-11-28,0.39,2016,48,"5"
2016-12-05,0.41,2016,49,"5"
2016-12-12,0.43,2016,50,"5"
2016-12-19,0.39,2016,51,"5"
2016-12-26,0.46,2016,52,"5"
2017-01-02,0.4,2017,1,"5"
2017-01-09,0.41,2017,2,"5"
2017-01-16,0.35,2017,3,"5"
2017-01-23,0.28,2017,4,"5"
2017-01-30,0.39,2017,5,"5"
2017-02-06,0.31,2017,6,"5"
2017-02-13,0.32,2017,7,"5"
2017-02-20,0.33,2017,8,"5"
2017-02-27,0.32,2017,9,"5"
2017-03-06,0.33,2017,10,"5"
2017-03-13,0.32,2017,11,"5"
2017-03-20,0.34,2017,12,"5"
2017-03-27,0.34,2017,13,"5"
2017-04-03,0.33,2017,14,"5"
2017-04-10,0.33,2017,15,"5"
2017-04-17,0.33,2017,16,"5"
2017-04-24,0.32,2017,17,"5"
2017-05-01,0.33,2017,18,"5"
2017-05-08,0.33,2017,19,"5"
2017-05-15,0.27,2017,20,"5"
2017-05-22,0.32,2017,21,"5"
2017-05-29,0.3,2017,22,"5"
2017-06-05,0.32,2017,23,"5"
2017-06-12,0.33,2017,24,"5"
2017-06-19,0.29,2017,25,"5"
2017-06-26,0.31,2017,26,"5"
2017-07-03,0.34,2017,27,"5"
2017-07-10,0.35,2017,28,"5"
2017-07-17,0.33,2017,29,"5"
2017-07-24,0.34,2017,30,"5"
2017-07-31,0.34,2017,31,"5"
2017-08-07,0.37,2017,32,"5"
2017-08-14,0.32,2017,33,"5"
2017-08-21,0.36,2017,34,"5"
2017-08-28,0.35,2017,35,"5"
2017-09-04,0.35,2017,36,"5"
2017-09-11,0.35,2017,37,"5"
2017-09-18,0.28,2017,38,"5"
2017-09-25,0.4,2017,39,"5"
2017-10-02,0.31,2017,40,"5"
2017-10-09,0.37,2017,41,"5"
2017-10-16,0.37,2017,42,"5"
2017-10-23,0.37,2017,43,"5"
2017-10-30,0.33,2017,44,"5"
2017-11-06,0.33,2017,45,"5"
2017-11-13,0.27,2017,46,"5"
2017-11-20,0.28,2017,47,"5"
2017-11-27,0.34,2017,48,"5"
2017-12-04,0.34,2017,49,"5"
2017-12-11,0.29,2017,50,"5"
2017-12-18,0.33,2017,51,"5"
2017-12-25,0.35,2017,52,"5"
2018-01-01,0.3,2018,1,"5"
2018-01-08,0.36,2018,2,"5"
2018-01-15,0.3,2018,3,"5"
2018-01-22,0.33,2018,4,"5"
2018-01-29,0.38,2018,5,"5"
2018-02-05,0.28,2018,6,"5"
2018-02-12,0.34,2018,7,"5"
2018-02-19,0.29,2018,8,"5"
2018-02-26,0.33,2018,9,"5"
2018-03-05,0.36,2018,10,"5"
2018-03-12,0.32,2018,11,"5"
2018-03-19,0.32,2018,12,"5"
2018-03-26,0.3,2018,13,"5"
2018-04-02,0.29,2018,14,"5"
2018-04-09,0.31,2018,15,"5"
2018-04-16,0.35,2018,16,"5"
2018-04-23,0.33,2018,17,"5"
2018-04-30,0.31,2018,18,"5"
2018-05-07,0.29,2018,19,"5"
2018-05-14,0.33,2018,20,"5"
2018-05-21,0.38,2018,21,"5"
2018-05-28,0.29,2018,22,"5"
2018-06-04,0.31,2018,23,"5"
2018-06-11,0.36,2018,24,"5"
2018-06-18,0.32,2018,25,"5"
2018-06-25,0.29,2018,26,"5"
2018-07-02,0.29,2018,27,"5"
2018-07-09,0.34,2018,28,"5"
2018-07-16,0.34,2018,29,"5"
2018-07-23,0.38,2018,30,"5"
2018-07-30,0.29,2018,31,"5"
2018-08-06,0.33,2018,32,"5"
2018-08-13,0.35,2018,33,"5"
2018-08-20,0.31,2018,34,"5"
2018-08-27,0.28,2018,35,"5"
2018-09-03,0.3,2018,36,"5"
2018-09-10,0.36,2018,37,"5"
2018-09-17,0.29,2018,38,"5"
2018-09-24,0.36,2018,39,"5"
2018-10-01,0.3,2018,40,"5"
2018-10-08,0.35,2018,41,"5"
2018-10-15,0.29,2018,42,"5"
2018-10-22,0.34,2018,43,"5"
2018-10-29,0.27,2018,44,"5"
2018-11-05,0.31,2018,45,"5"
2018-11-12,0.32,2018,46,"5"
2018-11-19,0.34,2018,47,"5"
2018-11-26,0.39,2018,48,"5"
2018-12-03,0.29,2018,49,"5"
2018-12-10,0.31,2018,50,"5"
2018-12-17,0.28,2018,51,"5"
2018-12-24,0.32,2018,52,"5"
2018-12-31,0.37,2018,53,"5"
2019-01-07,0.32,2019,1,"5"
2019-01-14,0.32,2019,2,"5"
2019-01-21,0.26,2019,3,"5"
2019-01-28,0.31,2019,4,"5"
2019-02-04,0.4,2019,5,"5"
2019-02-11,0.4,2019,6,"5"
2019-02-18,0.37,2019,7,"5"
2019-02-25,0.38,2019,8,"5"
2019-03-04,0.44,2019,9,"5"
2019-03-11,0.43,2019,10,"5"
2019-03-18,0.36,2019,11,"5"
2019-03-25,0.37,2019,12,"5"
2019-04-01,0.38,2019,13,"5"
2019-04-08,0.36,2019,14,"5"
2019-04-15,0.37,2019,15,"5"
2019-04-22,0.32,2019,16,"5"
2019-04-29,0.35,2019,17,"5"
2019-05-06,0.45,2019,18,"5"
2019-05-13,0.4,2019,19,"5"
2019-05-20,0.37,2019,20,"5"
2019-05-27,0.41,2019,21,"5"
2019-06-03,0.39,2019,22,"5"
2019-06-10,0.39,2019,23,"5"
2019-06-17,0.35,2019,24,"5"
2019-06-24,0.35,2019,25,"5"
2019-07-01,0.39,2019,26,"5"
2019-07-08,0.44,2019,27,"5"
2019-07-15,0.33,2019,28,"5"
2019-07-22,0.29,2019,29,"5"
2019-07-29,0.32,2019,30,"5"
2019-08-05,0.36,2019,31,"5"
2019-08-12,0.42,2019,32,"5"
2019-08-19,0.39,2019,33,"5"
2019-08-26,0.43,2019,34,"5"
2019-09-02,0.37,2019,35,"5"
2019-09-09,0.38,2019,36,"5"
2019-09-16,0.36,2019,37,"5"
2019-09-23,0.37,2019,38,"5"
2019-09-30,0.38,2019,39,"5"
2019-10-07,0.37,2019,40,"5"
2019-10-14,0.37,2019,41,"5"
2019-10-21,0.37,2019,42,"5"
2019-10-28,0.38,2019,43,"5"
2019-11-04,0.35,2019,44,"5"
2019-11-11,0.36,2019,45,"5"
2019-11-18,0.22,2019,46,"5"
2019-11-25,0.28,2019,47,"5"
2019-12-02,0.31,2019,48,"5"
2019-12-09,0.34,2019,49,"5"
2019-12-16,0.38,2019,50,"5"
2019-12-23,0.4,2019,51,"5"
2019-12-30,0.35,2019,52,"5"
2020-01-06,0.37,2020,1,"5"
2020-01-13,0.35,2020,2,"5"
2020-01-20,0.28,2020,3,"5"
2020-01-27,0.36,2020,4,"5"
2020-02-03,0.36,2020,5,"5"
2020-02-10,0.34,2020,6,"5"
2020-02-17,0.3,2020,7,"5"
2020-02-24,0.24,2020,8,"5"
2020-03-02,0.22,2020,9,"5"
2020-03-09,0.29,2020,10,"5"
2020-03-16,0.37,2020,11,"5"
2020-03-23,0.37,2020,12,"5"
2020-03-30,0.3,2020,13,"5"
2020-04-06,0.3,2020,14,"5"
2020-04-13,0.39,2020,15,"5"
2020-04-20,0.28,2020,16,"5"
2020-04-27,0.27,2020,17,"5"
2020-05-04,0.35,2020,18,"5"
2020-05-11,0.28,2020,19,"5"
2020-05-18,0.24,2020,20,"5"
2020-05-25,0.26,2020,21,"5"
2020-06-01,0.31,2020,22,"5"
2020-06-08,0.26,2020,23,"5"
2020-06-15,0.45,2020,24,"5"
2016-06-13,0.39,2016,24,"6"
2016-06-20,0.4,2016,25,"6"
2016-06-27,0.39,2016,26,"6"
2016-07-04,0.38,2016,27,"6"
2016-07-11,0.37,2016,28,"6"
2016-07-18,0.4,2016,29,"6"
2016-07-25,0.37,2016,30,"6"
2016-08-01,0.31,2016,31,"6"
2016-08-08,0.32,2016,32,"6"
2016-08-15,0.35,2016,33,"6"
2016-08-22,0.33,2016,34,"6"
2016-08-29,0.4,2016,35,"6"
2016-09-05,0.37,2016,36,"6"
2016-09-12,0.44,2016,37,"6"
2016-09-19,0.41,2016,38,"6"
2016-09-26,0.38,2016,39,"6"
2016-10-03,0.39,2016,40,"6"
2016-10-10,0.43,2016,41,"6"
2016-10-17,0.39,2016,42,"6"
2016-10-24,0.37,2016,43,"6"
2016-10-31,0.35,2016,44,"6"
2016-11-07,0.36,2016,45,"6"
2016-11-14,0.32,2016,46,"6"
2016-11-21,0.38,2016,47,"6"
2016-11-28,0.36,2016,48,"6"
2016-12-05,0.4,2016,49,"6"
2016-12-12,0.41,2016,50,"6"
2016-12-19,0.43,2016,51,"6"
2016-12-26,0.44,2016,52,"6"
2017-01-02,0.42,2017,1,"6"
2017-01-09,0.39,2017,2,"6"
2017-01-16,0.34,2017,3,"6"
2017-01-23,0.34,2017,4,"6"
2017-01-30,0.35,2017,5,"6"
2017-02-06,0.36,2017,6,"6"
2017-02-13,0.33,2017,7,"6"
2017-02-20,0.39,2017,8,"6"
2017-02-27,0.35,2017,9,"6"
2017-03-06,0.35,2017,10,"6"
2017-03-13,0.35,2017,11,"6"
2017-03-20,0.34,2017,12,"6"
2017-03-27,0.32,2017,13,"6"
2017-04-03,0.34,2017,14,"6"
2017-04-10,0.35,2017,15,"6"
2017-04-17,0.33,2017,16,"6"
2017-04-24,0.37,2017,17,"6"
2017-05-01,0.38,2017,18,"6"
2017-05-08,0.33,2017,19,"6"
2017-05-15,0.31,2017,20,"6"
2017-05-22,0.29,2017,21,"6"
2017-05-29,0.3,2017,22,"6"
2017-06-05,0.29,2017,23,"6"
2017-06-12,0.31,2017,24,"6"
2017-06-19,0.28,2017,25,"6"
2017-06-26,0.36,2017,26,"6"
2017-07-03,0.36,2017,27,"6"
2017-07-10,0.32,2017,28,"6"
2017-07-17,0.33,2017,29,"6"
2017-07-24,0.38,2017,30,"6"
2017-07-31,0.33,2017,31,"6"
2017-08-07,0.36,2017,32,"6"
2017-08-14,0.33,2017,33,"6"
2017-08-21,0.4,2017,34,"6"
2017-08-28,0.29,2017,35,"6"
2017-09-04,0.39,2017,36,"6"
2017-09-11,0.36,2017,37,"6"
2017-09-18,0.33,2017,38,"6"
2017-09-25,0.31,2017,39,"6"
2017-10-02,0.33,2017,40,"6"
2017-10-09,0.35,2017,41,"6"
2017-10-16,0.31,2017,42,"6"
2017-10-23,0.34,2017,43,"6"
2017-10-30,0.4,2017,44,"6"
2017-11-06,0.36,2017,45,"6"
2017-11-13,0.37,2017,46,"6"
2017-11-20,0.28,2017,47,"6"
2017-11-27,0.4,2017,48,"6"
2017-12-04,0.29,2017,49,"6"
2017-12-11,0.33,2017,50,"6"
2017-12-18,0.3,2017,51,"6"
2017-12-25,0.33,2017,52,"6"
2018-01-01,0.38,2018,1,"6"
2018-01-08,0.39,2018,2,"6"
2018-01-15,0.32,2018,3,"6"
2018-01-22,0.4,2018,4,"6"
2018-01-29,0.39,2018,5,"6"
2018-02-05,0.32,2018,6,"6"
2018-02-12,0.28,2018,7,"6"
2018-02-19,0.31,2018,8,"6"
2018-02-26,0.36,2018,9,"6"
2018-03-05,0.33,2018,10,"6"
2018-03-12,0.32,2018,11,"6"
2018-03-19,0.38,2018,12,"6"
2018-03-26,0.38,2018,13,"6"
2018-04-02,0.32,2018,14,"6"
2018-04-09,0.34,2018,15,"6"
2018-04-16,0.34,2018,16,"6"
2018-04-23,0.27,2018,17,"6"
2018-04-30,0.33,2018,18,"6"
2018-05-07,0.37,2018,19,"6"
2018-05-14,0.32,2018,20,"6"
2018-05-21,0.33,2018,21,"6"
2018-05-28,0.36,2018,22,"6"
2018-06-04,0.35,2018,23,"6"
2018-06-11,0.4,2018,24,"6"
2018-06-18,0.28,2018,25,"6"
2018-06-25,0.34,2018,26,"6"
2018-07-02,0.31,2018,27,"6"
2018-07-09,0.38,2018,28,"6"
2018-07-16,0.32,2018,29,"6"
2018-07-23,0.37,2018,30,"6"
2018-07-30,0.34,2018,31,"6"
2018-08-06,0.29,2018,32,"6"
2018-08-13,0.28,2018,33,"6"
2018-08-20,0.29,2018,34,"6"
2018-08-27,0.3,2018,35,"6"
2018-09-03,0.34,2018,36,"6"
2018-09-10,0.28,2018,37,"6"
2018-09-17,0.29,2018,38,"6"
2018-09-24,0.27,2018,39,"6"
2018-10-01,0.35,2018,40,"6"
2018-10-08,0.37,2018,41,"6"
2018-10-15,0.35,2018,42,"6"
2018-10-22,0.37,2018,43,"6"
2018-10-29,0.37,2018,44,"6"
2018-11-05,0.39,2018,45,"6"
2018-11-12,0.34,2018,46,"6"
2018-11-19,0.37,2018,47,"6"
2018-11-26,0.37,2018,48,"6"
2018-12-03,0.35,2018,49,"6"
2018-12-10,0.35,2018,50,"6"
2018-12-17,0.34,2018,51,"6"
2018-12-24,0.32,2018,52,"6"
2018-12-31,0.31,2018,53,"6"
2019-01-07,0.36,2019,1,"6"
2019-01-14,0.32,2019,2,"6"
2019-01-21,0.32,2019,3,"6"
2019-01-28,0.41,2019,4,"6"
2019-02-04,0.4,2019,5,"6"
2019-02-11,0.43,2019,6,"6"
2019-02-18,0.41,2019,7,"6"
2019-02-25,0.44,2019,8,"6"
2019-03-04,0.38,2019,9,"6"
2019-03-11,0.41,2019,10,"6"
2019-03-18,0.43,2019,11,"6"
2019-03-25,0.39,2019,12,"6"
2019-04-01,0.42,2019,13,"6"
2019-04-08,0.43,2019,14,"6"
2019-04-15,0.4,2019,15,"6"
2019-04-22,0.4,2019,16,"6"
2019-04-29,0.35,2019,17,"6"
2019-05-06,0.39,2019,18,"6"
2019-05-13,0.45,2019,19,"6"
2019-05-20,0.42,2019,20,"6"
2019-05-27,0.4,2019,21,"6"
2019-06-03,0.42,2019,22,"6"
2019-06-10,0.36,2019,23,"6"
2019-06-17,0.4,2019,24,"6"
2019-06-24,0.42,2019,25,"6"
2019-07-01,0.34,2019,26,"6"
2019-07-08,0.28,2019,27,"6"
2019-07-15,0.36,2019,28,"6"
2019-07-22,0.28,2019,29,"6"
2019-07-29,0.38,2019,30,"6"
2019-08-05,0.35,2019,31,"6"
2019-08-12,0.33,2019,32,"6"
2019-08-19,0.43,2019,33,"6"
2019-08-26,0.4,2019,34,"6"
2019-09-02,0.34,2019,35,"6"
2019-09-09,0.39,2019,36,"6"
2019-09-16,0.36,2019,37,"6"
2019-09-23,0.35,2019,38,"6"
2019-09-30,0.38,2019,39,"6"
2019-10-07,0.37,2019,40,"6"
2019-10-14,0.37,2019,41,"6"
2019-10-21,0.38,2019,42,"6"
2019-10-28,0.38,2019,43,"6"
2019-11-04,0.43,2019,44,"6"
2019-11-11,0.42,2019,45,"6"
2019-11-18,0.35,2019,46,"6"
2019-11-25,0.37,2019,47,"6"
2019-12-02,0.34,2019,48,"6"
2019-12-09,0.34,2019,49,"6"
2019-12-16,0.32,2019,50,"6"
2019-12-23,0.38,2019,51,"6"
2019-12-30,0.36,2019,52,"6"
2020-01-06,0.36,2020,1,"6"
2020-01-13,0.39,2020,2,"6"
2020-01-20,0.38,2020,3,"6"
2020-01-27,0.37,2020,4,"6"
2020-02-03,0.36,2020,5,"6"
2020-02-10,0.29,2020,6,"6"
2020-02-17,0.26,2020,7,"6"
2020-02-24,0.31,2020,8,"6"
2020-03-02,0.28,2020,9,"6"
2020-03-09,0.38,2020,10,"6"
2020-03-16,0.29,2020,11,"6"
2020-03-23,0.38,2020,12,"6"
2020-03-30,0.37,2020,13,"6"
2020-04-06,0.36,2020,14,"6"
2020-04-13,0.4,2020,15,"6"
2020-04-20,0.42,2020,16,"6"
2020-04-27,0.35,2020,17,"6"
2020-05-04,0.39,2020,18,"6"
2020-05-11,0.27,2020,19,"6"
2020-05-18,0.33,2020,20,"6"
2020-05-25,0.42,2020,21,"6"
2020-06-01,0.33,2020,22,"6"
2020-06-08,0.34,2020,23,"6"
2020-06-15,0.31,2020,24,"6"
2018-09-10,0.14,2018,37,"7"
2018-09-17,0.12,2018,38,"7"
2018-09-24,0.17,2018,39,"7"
2018-10-01,0.12,2018,40,"7"
2018-10-08,0.16,2018,41,"7"
2018-10-15,0.09,2018,42,"7"
2018-10-22,0.17,2018,43,"7"
2018-10-29,0.16,2018,44,"7"
2018-11-05,0.11,2018,45,"7"
2018-11-12,0.08,2018,46,"7"
2018-11-19,0.13,2018,47,"7"
2018-11-26,0.14,2018,48,"7"
2018-12-03,0.15,2018,49,"7"
2018-12-10,0.14,2018,50,"7"
2018-12-17,0.09,2018,51,"7"
2018-12-24,0.1,2018,52,"7"
2018-12-31,0.1,2018,53,"7"
2019-01-07,0.17,2019,1,"7"
2019-01-14,0.1,2019,2,"7"
2019-01-21,0.07,2019,3,"7"
2019-01-28,0.08,2019,4,"7"
2019-02-04,0.15,2019,5,"7"
2019-02-11,0.13,2019,6,"7"
2019-02-18,0.16,2019,7,"7"
2019-02-25,0.16,2019,8,"7"
2019-03-04,0.12,2019,9,"7"
2019-03-11,0.05,2019,10,"7"
2019-03-18,0.12,2019,11,"7"
2019-03-25,0.13,2019,12,"7"
2019-04-01,0.16,2019,13,"7"
2019-04-08,0.12,2019,14,"7"
2019-04-15,0.18,2019,15,"7"
2019-04-22,0.14,2019,16,"7"
2019-04-29,0.17,2019,17,"7"
2019-05-06,0.16,2019,18,"7"
2019-05-13,0.11,2019,19,"7"
2019-05-20,0.14,2019,20,"7"
2019-05-27,0.15,2019,21,"7"
2019-06-03,0.11,2019,22,"7"
2019-06-10,0.13,2019,23,"7"
2019-06-17,0.08,2019,24,"7"
2019-06-24,0.08,2019,25,"7"
2019-07-01,0.11,2019,26,"7"
2019-07-08,0.07,2019,27,"7"
2019-07-15,0.12,2019,28,"7"
2019-07-22,0.13,2019,29,"7"
2019-07-29,0.16,2019,30,"7"
2019-08-05,0.16,2019,31,"7"
2019-08-12,0.13,2019,32,"7"
2019-08-19,0.17,2019,33,"7"
2019-08-26,0.14,2019,34,"7"
2019-09-02,0.1,2019,35,"7"
2019-09-09,0.11,2019,36,"7"
2019-09-16,0.11,2019,37,"7"
2019-09-23,0.15,2019,38,"7"
2019-09-30,0.12,2019,39,"7"
2019-10-07,0.15,2019,40,"7"
2019-10-14,0.15,2019,41,"7"
2019-10-21,0.11,2019,42,"7"
2019-10-28,0.11,2019,43,"7"
2019-11-04,0.05,2019,44,"7"
2019-11-11,0.08,2019,45,"7"
2019-11-18,0.1,2019,46,"7"
2019-11-25,0.14,2019,47,"7"
2019-12-02,0.07,2019,48,"7"
2019-12-09,0.12,2019,49,"7"
2019-12-16,0.13,2019,50,"7"
2019-12-23,0.12,2019,51,"7"
2019-12-30,0.15,2019,52,"7"
2020-01-06,0.17,2020,1,"7"
2020-01-13,0.16,2020,2,"7"
2020-01-20,0.15,2020,3,"7"
2020-01-27,0.16,2020,4,"7"
2020-02-03,0.15,2020,5,"7"
2020-02-10,0.14,2020,6,"7"
2020-02-17,0.15,2020,7,"7"
2020-02-24,0.13,2020,8,"7"
2020-03-02,0.16,2020,9,"7"
2020-03-09,0.14,2020,10,"7"
2020-03-16,0.19,2020,11,"7"
2020-03-23,0.24,2020,12,"7"
2020-03-30,0.18,2020,13,"7"
2020-04-06,0.18,2020,14,"7"
2020-04-13,0.14,2020,15,"7"
2020-04-20,0.18,2020,16,"7"
2020-04-27,0.16,2020,17,"7"
2020-05-04,0.16,2020,18,"7"
2020-05-11,0.16,2020,19,"7"
2020-05-18,0.17,2020,20,"7"
2020-05-25,0.19,2020,21,"7"
2020-06-01,0.15,2020,22,"7"
2020-06-08,0.16,2020,23,"7"
2020-06-15,0.12,2020,24,"7"
2016-06-13,0.3,2016,24,"8"
2016-06-20,0.23,2016,25,"8"
2016-06-27,0.29,2016,26,"8"
2016-07-04,0.28,2016,27,"8"
2016-07-11,0.3,2016,28,"8"
2016-07-18,0.31,2016,29,"8"
2016-07-25,0.27,2016,30,"8"
2016-08-01,0.27,2016,31,"8"
2016-08-08,0.27,2016,32,"8"
2016-08-15,0.26,2016,33,"8"
2016-08-22,0.25,2016,34,"8"
2016-08-29,0.3,2016,35,"8"
2016-09-05,0.29,2016,36,"8"
2016-09-12,0.29,2016,37,"8"
2016-09-19,0.27,2016,38,"8"
2016-09-26,0.31,2016,39,"8"
2016-10-03,0.34,2016,40,"8"
2016-10-10,0.3,2016,41,"8"
2016-10-17,0.31,2016,42,"8"
2016-10-24,0.35,2016,43,"8"
2016-10-31,0.35,2016,44,"8"
2016-11-07,0.29,2016,45,"8"
2016-11-14,0.31,2016,46,"8"
2016-11-21,0.23,2016,47,"8"
2016-11-28,0.36,2016,48,"8"
2016-12-05,0.35,2016,49,"8"
2016-12-12,0.32,2016,50,"8"
2016-12-19,0.35,2016,51,"8"
2016-12-26,0.29,2016,52,"8"
2017-01-02,0.32,2017,1,"8"
2017-01-09,0.27,2017,2,"8"
2017-01-16,0.37,2017,3,"8"
2017-01-23,0.28,2017,4,"8"
2017-01-30,0.31,2017,5,"8"
2017-02-06,0.29,2017,6,"8"
2017-02-13,0.26,2017,7,"8"
2017-02-20,0.31,2017,8,"8"
2017-02-27,0.27,2017,9,"8"
2017-03-06,0.3,2017,10,"8"
2017-03-13,0.32,2017,11,"8"
2017-03-20,0.32,2017,12,"8"
2017-03-27,0.35,2017,13,"8"
2017-04-03,0.33,2017,14,"8"
2017-04-10,0.27,2017,15,"8"
2017-04-17,0.36,2017,16,"8"
2017-04-24,0.32,2017,17,"8"
2017-05-01,0.34,2017,18,"8"
2017-05-08,0.33,2017,19,"8"
2017-05-15,0.35,2017,20,"8"
2017-05-22,0.33,2017,21,"8"
2017-05-29,0.3,2017,22,"8"
2017-06-05,0.3,2017,23,"8"
2017-06-12,0.3,2017,24,"8"
2017-06-19,0.24,2017,25,"8"
2017-06-26,0.3,2017,26,"8"
2017-07-03,0.24,2017,27,"8"
2017-07-10,0.23,2017,28,"8"
2017-07-17,0.23,2017,29,"8"
2017-07-24,0.33,2017,30,"8"
2017-07-31,0.29,2017,31,"8"
2017-08-07,0.24,2017,32,"8"
2017-08-14,0.26,2017,33,"8"
2017-08-21,0.24,2017,34,"8"
2017-08-28,0.27,2017,35,"8"
2017-09-04,0.28,2017,36,"8"
2017-09-11,0.28,2017,37,"8"
2017-09-18,0.25,2017,38,"8"
2017-09-25,0.3,2017,39,"8"
2017-10-02,0.31,2017,40,"8"
2017-10-09,0.23,2017,41,"8"
2017-10-16,0.24,2017,42,"8"
2017-10-23,0.24,2017,43,"8"
2017-10-30,0.3,2017,44,"8"
2017-11-06,0.22,2017,45,"8"
2017-11-13,0.22,2017,46,"8"
2017-11-20,0.28,2017,47,"8"
2017-11-27,0.35,2017,48,"8"
2017-12-04,0.26,2017,49,"8"
2017-12-11,0.23,2017,50,"8"
2017-12-18,0.19,2017,51,"8"
2017-12-25,0.33,2017,52,"8"
2018-01-01,0.32,2018,1,"8"
2018-01-08,0.26,2018,2,"8"
2018-01-15,0.26,2018,3,"8"
2018-01-22,0.3,2018,4,"8"
2018-01-29,0.31,2018,5,"8"
2018-02-05,0.26,2018,6,"8"
2018-02-12,0.14,2018,7,"8"
2018-02-19,0.27,2018,8,"8"
2018-02-26,0.22,2018,9,"8"
2018-03-05,0.21,2018,10,"8"
2018-03-12,0.24,2018,11,"8"
2018-03-19,0.25,2018,12,"8"
2018-03-26,0.3,2018,13,"8"
2018-04-02,0.25,2018,14,"8"
2018-04-09,0.21,2018,15,"8"
2018-04-16,0.31,2018,16,"8"
2018-04-23,0.29,2018,17,"8"
2018-04-30,0.19,2018,18,"8"
2018-05-07,0.16,2018,19,"8"
2018-05-14,0.26,2018,20,"8"
2018-05-21,0.27,2018,21,"8"
2018-05-28,0.25,2018,22,"8"
2018-06-04,0.2,2018,23,"8"
2018-06-11,0.24,2018,24,"8"
2018-06-18,0.29,2018,25,"8"
2018-06-25,0.23,2018,26,"8"
2018-07-02,0.25,2018,27,"8"
2018-07-09,0.06,2018,28,"8"
2018-07-16,0.24,2018,29,"8"
